cliente_id,monto,fecha,tipo_operacion,sector_actividad,fraccion,EsEfectivo,EsInternacional,SectorAltoRiesgo,fin_de_semana,es_nocturno,es_monto_redondo,frecuencia_mensual,mes,dia_semana,quincena,monto_6m,ops_6m,monto_max_6m,monto_std_6m,ops_relativas,diversidad_operaciones,concentracion_temporal,ratio_vs_promedio,posible_burst,clasificacion_lfpiorpi
CLT12560,20930.38,2025-05-10,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,1,1,0,2,5,5,0,126093.63,2.0,105163.25,59561.6335758049,0.0013333333333333333,0.6931471805599453,0.0,0.33198156005184404,0,inusual
CLT12671,62544.4,2025-09-30,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,0,1,0,1,9,1,0,62544.4,1.0,62544.4,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT12719,115431.0,2025-03-09,tarjeta,automotriz,VIII_vehiculos,0,0,0,1,1,0,2,3,6,0,115431.0,1.0,115431.0,0.0,0.0013333333333333333,0.0,0.0,1.3154605619097866,0,inusual
CLT12719,60067.99,2025-09-20,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,1,0,2,9,5,0,60067.99,1.0,60067.99,0.0,0.0013333333333333333,0.0,0.0,0.6845394380902136,0,inusual
CLT13101,50719.66,2024-11-18,tarjeta,traslado_valores,X_traslado_valores,0,0,1,0,1,0,3,11,0,0,50719.66,1.0,50719.66,0.0,0.002,1.0986122886681096,65.76093065034893,0.904203898870629,0,inusual
CLT13101,67093.27,2025-03-14,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,3,3,4,1,117812.93000000001,2.0,67093.27,11577.890663503867,0.002,1.0986122886681096,65.76093065034893,1.1961041600432616,0,inusual
CLT13101,50466.57,2025-10-09,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,0,1,0,3,10,3,0,50466.57,1.0,50466.57,0.0,0.002,1.0986122886681096,65.76093065034893,0.8996919410861097,0,inusual
CLT13201,4132955.03,2024-11-08,tarjeta,joyeria_metales,XI_joyeria,0,0,0,0,1,0,2,11,4,0,4132955.03,1.0,4132955.03,0.0,0.0013333333333333333,0.0,0.0,1.946372575942122,0,preocupante
CLT13201,113873.23,2025-03-14,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,2,3,4,1,4246828.26,2.0,4132955.03,2841919.9949234356,0.0013333333333333333,0.0,0.0,0.05362742405787796,0,preocupante
CLT13248,658.12,2025-07-01,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,1,7,1,0,658.12,1.0,658.12,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT13365,8722.59,2024-11-19,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,0,1,0,3,11,1,0,8722.59,1.0,8722.59,0.0,0.002,1.0986122886681096,26.870057685088806,0.4154681313391281,0,inusual
CLT13365,3197.78,2025-04-02,efectivo,inmobiliaria,V_inmuebles,1,0,0,0,1,0,3,4,2,0,11920.37,2.0,8722.59,3906.6306157672498,0.002,1.0986122886681096,26.870057685088806,0.15231435629023454,0,relevante
CLT13365,51063.45,2025-09-21,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,1,1,0,3,9,6,0,54261.229999999996,2.0,51063.45,33846.13984303749,0.002,1.0986122886681096,26.870057685088806,2.432217512370637,0,preocupante
CLT13390,143014.89,2024-11-14,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,0,1,0,3,11,3,1,143014.89,1.0,143014.89,0.0,0.002,0.6365141682948128,120.91525958289962,2.799505420002478,0,preocupante
CLT13390,3132.5,2025-06-02,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,3,6,0,0,3132.5,1.0,3132.5,0.0,0.002,0.6365141682948128,120.91525958289962,0.06131844543010704,0,relevante
CLT13390,7109.92,2025-07-01,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,0,1,0,3,7,1,0,10242.42,2.0,7109.92,2812.460653626998,0.002,0.6365141682948128,120.91525958289962,0.13917613456741473,0,inusual
CLT13478,74834.27,2024-11-07,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,2,11,3,0,74834.27,1.0,74834.27,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.752417838000873,0,inusual
CLT13478,10572.61,2025-04-07,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,2,4,0,0,85406.88,2.0,74834.27,45439.85555630431,0.0013333333333333333,0.6931471805599453,0.0,0.247582161999127,0,preocupante
CLT13534,32336.17,2024-11-26,tarjeta,automotriz,VIII_vehiculos,0,0,0,0,1,0,2,11,1,0,32336.17,1.0,32336.17,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.5286186675238786,0,relevante
CLT13534,9971.53,2025-06-29,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,2,6,6,0,9971.53,1.0,9971.53,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.4713813324761214,0,relevante
CLT13552,1585.48,2025-04-12,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,1,4,5,0,1585.48,1.0,1585.48,0.0,0.0006666666666666666,0.0,0.0,1.0,0,relevante
CLT13617,2955.21,2025-04-09,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,0,1,0,3,4,2,0,2955.21,1.0,2955.21,0.0,0.002,0.6365141682948128,81.31727983645297,0.0432332337682325,0,inusual
CLT13617,74689.29,2025-05-17,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,1,0,3,5,5,1,77644.5,2.0,74689.29,50723.654410178286,0.002,0.6365141682948128,81.31727983645297,1.0926666918944203,0,inusual
CLT13617,127420.66,2025-10-17,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,0,1,0,3,10,4,1,202109.95,2.0,127420.66,37286.709308256904,0.002,0.6365141682948128,81.31727983645297,1.8641000743373473,0,inusual
CLT13761,71186.49,2025-01-20,tarjeta,traslado_valores,X_traslado_valores,0,0,1,0,1,0,2,1,0,0,71186.49,1.0,71186.49,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.6043518022185619,0,inusual
CLT13761,164393.15,2025-07-18,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,2,7,4,0,235579.64,2.0,164393.15,65907.06133774892,0.0013333333333333333,0.6931471805599453,0.0,1.3956481977814381,0,inusual
CLT13905,12614.65,2025-02-21,tarjeta,automotriz,VIII_vehiculos,0,0,0,0,1,0,2,2,4,0,12614.65,1.0,12614.65,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.3724430000990552,0,relevante
CLT13905,55125.38,2025-04-24,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,0,1,0,2,4,3,0,67740.03,2.0,55125.38,30059.6254561904,0.0013333333333333333,0.6931471805599453,0.0,1.6275569999009447,0,inusual
CLT14207,552.85,2025-01-13,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,1,1,0,1,552.85,1.0,552.85,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT14278,34837.14,2025-10-27,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,1,10,0,0,34837.14,1.0,34837.14,0.0,0.0006666666666666666,0.0,0.0,1.0,0,preocupante
CLT14722,403591.89,2024-11-26,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,0,1,0,4,11,1,0,403591.89,1.0,403591.89,0.0,0.0026666666666666666,1.0397207708399179,18.14754345175493,3.4001501538501975,0,preocupante
CLT14722,24970.83,2025-02-21,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,0,1,0,4,2,4,0,428562.72000000003,2.0,403591.89,267725.5190260387,0.0026666666666666666,1.0397207708399179,18.14754345175493,0.21037234287900863,0,preocupante
CLT14722,42711.41,2025-06-22,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,4,6,6,0,67682.24,2.0,42711.41,12544.484420183051,0.0026666666666666666,1.0397207708399179,18.14754345175493,0.3598318273507896,0,relevante
CLT14722,3518.89,2025-09-23,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,4,9,1,0,46230.3,2.0,42711.41,27713.296663789664,0.0026666666666666666,1.0397207708399179,18.14754345175493,0.029645675920004045,0,relevante
CLT15014,153258.83,2025-02-18,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,2,2,1,0,153258.83,1.0,153258.83,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.856569521282208,0,preocupante
CLT15014,11840.11,2025-06-09,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,0,1,0,2,6,0,0,165098.94,2.0,153258.83,99998.13589872162,0.0013333333333333333,0.6931471805599453,0.0,0.14343047871779188,0,preocupante
CLT15075,919.71,2025-01-14,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,2,1,1,1,919.71,1.0,919.71,0.0,0.0013333333333333333,0.0,0.0,0.040740921212335995,0,relevante
CLT15075,44229.49,2025-04-12,efectivo,automotriz,VIII_vehiculos,1,0,0,1,1,0,2,4,5,0,45149.2,2.0,44229.49,30624.639129697513,0.0013333333333333333,0.0,0.0,1.959259078787664,0,relevante
CLT15209,55073.48,2025-06-03,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,0,1,0,3,6,1,0,55073.48,1.0,55073.48,0.0,0.002,0.6365141682948128,52.32590180780452,1.860337677074749,0,inusual
CLT15209,28851.49,2025-06-22,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,1,1,0,3,6,6,0,83924.97,2.0,55073.48,18541.746945205836,0.002,0.6365141682948128,52.32590180780452,0.9745800317456851,0,inusual
CLT15209,4887.1,2025-09-23,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,0,1,0,3,9,1,0,88812.07,3.0,55073.48,25101.651622740552,0.002,0.6365141682948128,52.32590180780452,0.16508229117956602,0,inusual
CLT15224,8484.99,2024-12-27,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,2,12,4,0,8484.99,1.0,8484.99,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.13838003835015245,0,inusual
CLT15224,114148.16,2025-10-19,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,2,10,6,0,114148.16,1.0,114148.16,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.8616199616498474,0,inusual
CLT15276,72037.7,2025-01-31,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,1,1,4,0,72037.7,1.0,72037.7,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT15383,27756.78,2025-09-30,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,0,1,0,1,9,1,0,27756.78,1.0,27756.78,0.0,0.0006666666666666666,0.0,0.0,1.0,0,relevante
CLT15695,8544.79,2025-04-07,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,0,1,0,2,4,0,0,8544.79,1.0,8544.79,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.4527959845626955,0,inusual
CLT15695,29197.55,2025-04-28,tarjeta,traslado_valores,X_traslado_valores,0,0,1,0,1,0,2,4,0,0,37742.34,2.0,29197.55,14603.706646218281,0.0013333333333333333,0.6931471805599453,0.0,1.5472040154373048,0,inusual
CLT15965,38529.79,2024-11-25,tarjeta,automotriz,VIII_vehiculos,0,0,0,0,1,0,2,11,0,0,38529.79,1.0,38529.79,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.8385406527398807,0,relevante
CLT15965,53367.46,2025-05-29,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,2,5,3,0,53367.46,1.0,53367.46,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.1614593472601193,0,inusual
CLT16006,6600.65,2024-12-26,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,2,12,3,0,6600.65,1.0,6600.65,0.0,0.0013333333333333333,0.6931471805599453,0.0,0.8635717210728692,0,inusual
CLT16006,8686.21,2025-10-02,tarjeta,joyeria_metales,XI_joyeria,0,0,0,0,1,0,2,10,3,0,8686.21,1.0,8686.21,0.0,0.0013333333333333333,0.6931471805599453,0.0,1.136428278927131,0,relevante
CLT16057,60720.11,2024-11-07,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,3,11,3,0,60720.11,1.0,60720.11,0.0,0.002,1.0986122886681096,195.16147160748713,0.058623994234725516,0,preocupante
CLT16057,2998388.51,2024-11-23,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,1,1,0,3,11,5,0,3059108.6199999996,2.0,2998388.51,2077245.246517435,0.002,1.0986122886681096,195.16147160748713,2.894881295895334,0,preocupante
CLT16057,48157.14,2025-09-11,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,0,1,0,3,9,3,0,48157.14,1.0,48157.14,0.0,0.002,1.0986122886681096,195.16147160748713,0.04649470986994045,0,relevante
CLT16572,34458.17,2025-09-07,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,1,1,0,1,9,6,0,34458.17,1.0,34458.17,0.0,0.0006666666666666666,0.0,0.0,1.0,0,relevante
CLT16590,9849.93,2024-11-18,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,2,11,0,0,9849.93,1.0,9849.93,0.0,0.0013333333333333333,0.0,0.0,0.5506341002015839,0,inusual
CLT16590,25926.75,2025-05-11,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,1,1,0,2,5,6,0,35776.68,2.0,25926.75,11368.02844191551,0.0013333333333333333,0.0,0.0,1.4493658997984162,0,inusual
CLT16630,78671.32,2025-04-10,efectivo,traslado_valores,X_traslado_valores,1,0,1,0,1,0,1,4,3,0,78671.32,1.0,78671.32,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT16826,52498.9,2025-09-21,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,1,9,6,0,52498.9,1.0,52498.9,0.0,0.0006666666666666666,0.0,0.0,1.0,0,inusual
CLT17026,113588.65,2025-06-14,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,1,1,0,3,6,5,1,113588.65,1.0,113588.65,0.0,0.002,1.0986122886681096,53.74011537017761,1.4532248332323978,0,preocupante
CLT17026,28985.24,2025-06-29,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,3,6,6,0,142573.88999999998,2.0,113588.65,59823.644922505766,0.002,1.0986122886681096,53.74011537017761,0.37082992504269596,0,relevante
CLT17026,91915.6,2025-09-28,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,1,0,3,9,6,0,234489.49,3.0,113588.65,43946.346624151054,0.002,1.0986122886681096,53.74011537017761,1.1759452417249063,0,inusual
CLT17100,4579.15,2024-11-16,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,1,0,1,11,5,1,4579.15,1.0,4579.15,0.0,0.0006666666666666666,0.0,0.0,1.0,0,relevante
CLT17146,100042.47,2024-11-24,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,1,0,2,11,6,0,100042.47,1.0,100042.47,0.0,0.0013333333333333333,0.0,0.0,1.41322525242908,0,inusual
CLT17146,41537.89,2025-01-17,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,0,1,0,2,1,4,1,141580.36,2.0,100042.47,41368.98524847086,0.0013333333333333333,0.0,0.0,0.5867747475709202,0,preocupante
CLT17331,7773.81,2024-12-31,tarjeta,automotriz,VIII_vehiculos,0,0,0,0,1,0,5,12,1,0,7773.81,1.0,7773.81,0.0,0.0033333333333333335,1.3321790402101223,78.59813398972437,0.10743046443681416,0,relevante
CLT17331,19090.79,2025-05-16,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,0,1,0,5,5,4,1,26864.600000000002,2.0,19090.79,8002.313300552535,0.0033333333333333335,1.3321790402101223,78.59813398972437,0.26382590212079887,0,inusual
CLT17331,130960.12,2025-10-06,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,5,10,0,0,150050.91,2.0,130960.12,79103.56184979567,0.0033333333333333335,1.3321790402101223,78.59813398972437,1.8098083840871997,0,inusual
CLT17331,58850.35,2025-10-12,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,1,1,0,5,10,6,0,208901.26,3.0,130960.12,56708.888979147116,0.0033333333333333335,1.3321790402101223,78.59813398972437,0.8132846612882314,0,preocupante
CLT17331,145131.52,2025-10-13,efectivo,inmobiliaria,V_inmuebles,1,0,0,0,1,0,5,10,0,1,354032.78,4.0,145131.52,59740.35698263863,0.0033333333333333335,1.3321790402101223,78.59813398972437,2.0056505880669557,0,inusual
CLT17492,4812.58,2025-02-04,efectivo,traslado_valores,X_traslado_valores,1,0,1,0,1,0,3,2,1,0,4812.58,1.0,4812.58,0.0,0.002,0.6365141682948128,65.76093065034893,0.07340259168994284,0,inusual
CLT17492,137230.49,2025-05-01,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,0,1,0,3,5,3,0,142043.06999999998,2.0,137230.49,93633.60211154993,0.002,0.6365141682948128,65.76093065034893,2.0930714138530235,0,preocupante
CLT17492,54649.44,2025-10-27,tarjeta,traslado_valores,X_traslado_valores,0,0,1,0,1,0,3,10,0,0,191879.93,2.0,137230.49,58393.62045250532,0.002,0.6365141682948128,65.76093065034893,0.8335259944570336,0,inusual
CLT17592,901481.87,2025-06-05,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,0,1,0,3,6,3,0,901481.87,1.0,901481.87,0.0,0.002,1.0986122886681096,8.48528137423857,0.7214606687946588,0,preocupante
CLT17592,9159.39,2025-07-25,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,0,1,0,3,7,4,0,910641.26,2.0,901481.87,630967.2766131974,0.002,1.0986122886681096,8.48528137423857,0.007330307857606842,0,preocupante
CLT17592,2837928.45,2025-09-01,tarjeta,joyeria_metales,XI_joyeria,0,0,0,0,1,0,3,9,0,0,3748569.71,3.0,2837928.45,1446144.2505458167,0.002,1.0986122886681096,8.48528137423857,2.2712090233477347,0,preocupante
