cliente_id,monto,fecha,tipo_operacion,sector_actividad,frecuencia_mensual,EsEfectivo,EsInternacional,SectorAltoRiesgo,fecha_dt,mes,dia_semana,fin_de_mes,quincena,MontoRelevante,EsEstructurada,fraccion,umbral_aviso_mxn,limite_efectivo_mxn,monto_6m,ops_6m,Acum6mAlcanzaAviso,clasificacion_lfpiorpi
CLT10282,94512.01,2025-09-09,tarjeta,automotriz,4,0,0,0,2025-09-09,9,1,0,0,0,0,VIII_vehiculos,726358.8,363179.4,94512.01,1,0,relevante
CLT10282,2960.79,2025-01-11,tarjeta,inmobiliaria,4,0,0,0,2025-01-11,1,5,0,0,0,0,V_inmuebles,907948.5,907948.5,2960.79,1,0,relevante
CLT10282,61499.46,2025-03-14,transferencia_internacional,traslado_valores,4,0,1,1,2025-03-14,3,4,0,1,0,0,X_traslado_valores,363179.4,363179.4,61499.46,1,0,inusual
CLT10282,9943.87,2025-04-06,tarjeta,transmision_dinero,4,0,0,0,2025-04-06,4,6,0,0,0,0,transmision_dinero,inf,inf,9943.87,1,0,relevante
CLT10336,35837.12,2025-05-20,efectivo,automotriz,6,1,0,0,2025-05-20,5,1,0,0,0,0,VIII_vehiculos,726358.8,363179.4,35837.12,1,0,relevante
CLT10336,123715.74,2025-09-08,transferencia_nacional,inmobiliaria,6,0,0,0,2025-09-08,9,0,0,0,0,0,V_inmuebles,907948.5,907948.5,123715.74,1,0,relevante
CLT10336,130247.77,2025-04-10,efectivo,arte_antiguedades,6,1,0,0,2025-04-10,4,3,0,0,0,0,arte_antiguedades,inf,inf,130247.77,1,0,relevante
CLT10336,72747.08,2025-08-27,transferencia_internacional,arte_antiguedades,6,0,1,0,2025-08-27,8,2,0,0,0,0,arte_antiguedades,inf,inf,202994.85,2,0,inusual
CLT10336,6191.94,2025-05-28,transferencia_internacional,notaria,6,0,1,0,2025-05-28,5,2,0,0,0,0,notaria,inf,inf,6191.94,1,0,inusual
CLT10336,89118.49,2025-09-28,efectivo,transmision_dinero,6,1,0,0,2025-09-28,9,6,0,0,0,0,transmision_dinero,inf,inf,89118.49,1,0,relevante
CLT10350,54622.38,2025-10-05,efectivo,inmobiliaria,2,1,0,0,2025-10-05,10,6,0,0,0,0,V_inmuebles,907948.5,907948.5,54622.38,1,0,relevante
CLT10350,45178.51,2025-04-03,efectivo,arte_antiguedades,2,1,0,0,2025-04-03,4,3,0,0,0,0,arte_antiguedades,inf,inf,45178.51,1,0,relevante
CLT10425,8767.34,2025-01-25,transferencia_internacional,joyeria_metales,4,0,1,0,2025-01-25,1,5,0,0,0,0,XI_joyeria,363179.4,363179.4,8767.34,1,0,inusual
CLT10425,62347.81,2025-02-09,tarjeta,joyeria_metales,4,0,0,0,2025-02-09,2,6,0,0,0,0,XI_joyeria,363179.4,363179.4,71115.15,2,0,relevante
CLT10425,4025408.31,2025-07-06,transferencia_nacional,joyeria_metales,4,0,0,0,2025-07-06,7,6,0,0,1,0,XI_joyeria,363179.4,363179.4,4096523.46,3,0,preocupante
CLT10425,31903.7,2025-03-10,tarjeta,notaria,4,0,0,0,2025-03-10,3,0,0,0,0,0,notaria,inf,inf,31903.7,1,0,relevante
CLT10464,128157.4,2025-01-08,transferencia_internacional,activos_virtuales,5,0,1,1,2025-01-08,1,2,0,0,1,0,XVI_activos_virtuales,23759.4,inf,128157.4,1,0,preocupante
CLT10464,45546.36,2025-01-23,transferencia_nacional,activos_virtuales,5,0,0,1,2025-01-23,1,3,0,0,1,0,XVI_activos_virtuales,23759.4,inf,173703.76,2,0,preocupante
CLT10464,83066.47,2025-04-07,efectivo,arte_antiguedades,5,1,0,0,2025-04-07,4,0,0,0,0,0,arte_antiguedades,inf,inf,83066.47,1,0,relevante
CLT10464,6571.2,2025-03-11,tarjeta,notaria,5,0,0,0,2025-03-11,3,1,0,0,0,0,notaria,inf,inf,6571.2,1,0,relevante
CLT10464,3921171.56,2025-09-03,transferencia_nacional,notaria,5,0,0,0,2025-09-03,9,2,0,0,0,0,notaria,inf,inf,3927742.7600000002,2,0,relevante
CLT10726,8506.07,2025-01-16,tarjeta,casa_cambio,1,0,0,1,2025-01-16,1,3,0,1,0,0,casa_cambio,inf,inf,8506.07,1,0,inusual
CLT10772,69304.75,2025-07-03,transferencia_nacional,activos_virtuales,4,0,0,1,2025-07-03,7,3,0,0,1,0,XVI_activos_virtuales,23759.4,inf,69304.75,1,0,preocupante
CLT10772,192.17,2025-03-28,efectivo,casa_cambio,4,1,0,1,2025-03-28,3,4,0,0,0,0,casa_cambio,inf,inf,192.17,1,0,inusual
CLT10772,8402.36,2025-08-16,tarjeta,notaria,4,0,0,0,2025-08-16,8,5,0,1,0,0,notaria,inf,inf,8402.36,1,0,relevante
CLT10772,39304.51,2025-02-17,tarjeta,servicios_financieros,4,0,0,0,2025-02-17,2,0,0,1,0,0,servicios_financieros,inf,inf,39304.51,1,0,relevante
CLT10851,22475.18,2025-06-01,tarjeta,inmobiliaria,2,0,0,0,2025-06-01,6,6,0,0,0,0,V_inmuebles,907948.5,907948.5,22475.18,1,0,relevante
CLT10851,87014.91,2025-03-09,transferencia_internacional,arte_antiguedades,2,0,1,0,2025-03-09,3,6,0,0,0,0,arte_antiguedades,inf,inf,87014.91,1,0,inusual
CLT10942,85736.95,2025-09-20,transferencia_nacional,automotriz,3,0,0,0,2025-09-20,9,5,0,0,0,0,VIII_vehiculos,726358.8,363179.4,85736.95,1,0,relevante
CLT10942,65468.12,2025-01-26,tarjeta,traslado_valores,3,0,0,1,2025-01-26,1,6,0,0,0,0,X_traslado_valores,363179.4,363179.4,65468.12,1,0,inusual
CLT10942,83593.97,2025-08-29,tarjeta,transmision_dinero,3,0,0,0,2025-08-29,8,4,0,0,0,0,transmision_dinero,inf,inf,83593.97,1,0,relevante
CLT11025,159664.72,2025-11-01,tarjeta,arte_antiguedades,2,0,0,0,2025-11-01,11,5,0,0,0,0,arte_antiguedades,inf,inf,159664.72,1,0,relevante
CLT11025,8601.58,2024-12-02,transferencia_nacional,transmision_dinero,2,0,0,0,2024-12-02,12,0,0,0,0,0,transmision_dinero,inf,inf,8601.58,1,0,relevante
CLT11220,51284.46,2025-01-18,transferencia_nacional,inmobiliaria,5,0,0,0,2025-01-18,1,5,0,0,0,0,V_inmuebles,907948.5,907948.5,51284.46,1,0,relevante
CLT11220,3471.98,2025-03-30,efectivo,inmobiliaria,5,1,0,0,2025-03-30,3,6,0,0,0,0,V_inmuebles,907948.5,907948.5,54756.44,2,0,relevante
CLT11220,104608.89,2025-03-13,transferencia_nacional,joyeria_metales,5,0,0,0,2025-03-13,3,3,0,1,0,0,XI_joyeria,363179.4,363179.4,104608.89,1,0,relevante
CLT11220,67496.54,2025-10-22,tarjeta,joyeria_metales,5,0,0,0,2025-10-22,10,2,0,0,0,0,XI_joyeria,363179.4,363179.4,67496.54,1,0,relevante
CLT11220,161833.6,2025-09-14,efectivo,servicios_financieros,5,1,0,0,2025-09-14,9,6,0,1,0,0,servicios_financieros,inf,inf,161833.6,1,0,relevante
CLT11267,1705646.96,2025-09-23,tarjeta,casa_cambio,1,0,0,1,2025-09-23,9,1,0,0,0,0,casa_cambio,inf,inf,1705646.96,1,0,inusual
CLT11330,86244.91,2025-02-09,transferencia_nacional,automotriz,8,0,0,0,2025-02-09,2,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,86244.91,1,0,relevante
CLT11330,64808.54,2025-04-08,transferencia_nacional,automotriz,8,0,0,0,2025-04-08,4,1,0,0,0,0,VIII_vehiculos,726358.8,363179.4,151053.45,2,0,relevante
CLT11330,85184.29,2025-01-11,transferencia_nacional,traslado_valores,8,0,0,1,2025-01-11,1,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,85184.29,1,0,inusual
CLT11330,90295.46,2025-03-28,transferencia_internacional,traslado_valores,8,0,1,1,2025-03-28,3,4,0,0,0,0,X_traslado_valores,363179.4,363179.4,175479.75,2,0,inusual
CLT11330,49853.36,2025-03-31,efectivo,arte_antiguedades,8,1,0,0,2025-03-31,3,0,1,0,0,0,arte_antiguedades,inf,inf,49853.36,1,0,relevante
CLT11330,1936.7,2025-04-04,tarjeta,arte_antiguedades,8,0,0,0,2025-04-04,4,4,0,0,0,0,arte_antiguedades,inf,inf,51790.06,2,0,relevante
CLT11330,112323.9,2025-10-24,tarjeta,arte_antiguedades,8,0,0,0,2025-10-24,10,4,0,0,0,0,arte_antiguedades,inf,inf,112323.9,1,0,relevante
CLT11330,129473.57,2025-08-03,transferencia_internacional,servicios_financieros,8,0,1,0,2025-08-03,8,6,0,0,0,0,servicios_financieros,inf,inf,129473.57,1,0,inusual
CLT11504,108919.91,2025-04-25,tarjeta,inmobiliaria,4,0,0,0,2025-04-25,4,4,0,0,0,0,V_inmuebles,907948.5,907948.5,108919.91,1,0,relevante
CLT11504,102338.18,2025-08-27,transferencia_nacional,inmobiliaria,4,0,0,0,2025-08-27,8,2,0,0,0,0,V_inmuebles,907948.5,907948.5,211258.09,2,0,relevante
CLT11504,112629.49,2025-03-15,transferencia_nacional,casa_cambio,4,0,0,1,2025-03-15,3,5,0,1,0,0,casa_cambio,inf,inf,112629.49,1,0,inusual
CLT11504,35980.36,2024-12-11,tarjeta,transmision_dinero,4,0,0,0,2024-12-11,12,2,0,0,0,0,transmision_dinero,inf,inf,35980.36,1,0,relevante
CLT11607,114357.61,2024-11-15,transferencia_nacional,joyeria_metales,5,0,0,0,2024-11-15,11,4,0,1,0,0,XI_joyeria,363179.4,363179.4,114357.61,1,0,relevante
CLT11607,39652.35,2025-05-17,efectivo,joyeria_metales,5,1,0,0,2025-05-17,5,5,0,1,0,0,XI_joyeria,363179.4,363179.4,39652.35,1,0,relevante
CLT11607,160132.38,2025-06-16,transferencia_internacional,activos_virtuales,5,0,1,1,2025-06-16,6,0,0,1,1,0,XVI_activos_virtuales,23759.4,inf,160132.38,1,0,preocupante
CLT11607,4094.85,2024-12-24,transferencia_nacional,arte_antiguedades,5,0,0,0,2024-12-24,12,1,0,0,0,0,arte_antiguedades,inf,inf,4094.85,1,0,relevante
CLT11607,70613.57,2025-10-01,transferencia_internacional,notaria,5,0,1,0,2025-10-01,10,2,0,0,0,0,notaria,inf,inf,70613.57,1,0,inusual
CLT11658,141283.57,2025-07-25,transferencia_nacional,joyeria_metales,4,0,0,0,2025-07-25,7,4,0,0,0,0,XI_joyeria,363179.4,363179.4,141283.57,1,0,relevante
CLT11658,8043.78,2024-11-05,transferencia_internacional,traslado_valores,4,0,1,1,2024-11-05,11,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,8043.78,1,0,inusual
CLT11658,1641.36,2025-09-26,efectivo,notaria,4,1,0,0,2025-09-26,9,4,0,0,0,0,notaria,inf,inf,1641.36,1,0,relevante
CLT11658,7448.49,2024-12-09,transferencia_nacional,servicios_financieros,4,0,0,0,2024-12-09,12,0,0,0,0,0,servicios_financieros,inf,inf,7448.49,1,0,relevante
CLT11792,6409.29,2025-07-03,transferencia_internacional,joyeria_metales,4,0,1,0,2025-07-03,7,3,0,0,0,0,XI_joyeria,363179.4,363179.4,6409.29,1,0,inusual
CLT11792,59202.05,2025-08-26,transferencia_internacional,traslado_valores,4,0,1,1,2025-08-26,8,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,59202.05,1,0,inusual
CLT11792,86635.44,2025-03-05,transferencia_nacional,notaria,4,0,0,0,2025-03-05,3,2,0,0,0,0,notaria,inf,inf,86635.44,1,0,relevante
CLT11792,38157.47,2025-01-05,transferencia_internacional,transmision_dinero,4,0,1,0,2025-01-05,1,6,0,0,0,0,transmision_dinero,inf,inf,38157.47,1,0,inusual
CLT11854,59761.83,2025-08-28,efectivo,automotriz,3,1,0,0,2025-08-28,8,3,0,0,0,0,VIII_vehiculos,726358.8,363179.4,59761.83,1,0,relevante
CLT11854,52646.74,2025-06-29,tarjeta,traslado_valores,3,0,0,1,2025-06-29,6,6,0,0,0,0,X_traslado_valores,363179.4,363179.4,52646.74,1,0,inusual
CLT11854,123816.91,2025-04-07,transferencia_nacional,notaria,3,0,0,0,2025-04-07,4,0,0,0,0,0,notaria,inf,inf,123816.91,1,0,relevante
CLT11934,39409.14,2025-06-01,transferencia_nacional,arte_antiguedades,3,0,0,0,2025-06-01,6,6,0,0,0,0,arte_antiguedades,inf,inf,39409.14,1,0,relevante
CLT11934,19499.14,2025-10-20,transferencia_nacional,notaria,3,0,0,0,2025-10-20,10,0,0,0,0,0,notaria,inf,inf,19499.14,1,0,relevante
CLT11934,58487.76,2025-06-25,efectivo,servicios_financieros,3,1,0,0,2025-06-25,6,2,0,0,0,0,servicios_financieros,inf,inf,58487.76,1,0,relevante
CLT12011,84856.09,2025-08-14,transferencia_internacional,automotriz,5,0,1,0,2025-08-14,8,3,0,1,0,0,VIII_vehiculos,726358.8,363179.4,84856.09,1,0,inusual
CLT12011,9669.25,2025-05-12,tarjeta,traslado_valores,5,0,0,1,2025-05-12,5,0,0,0,0,0,X_traslado_valores,363179.4,363179.4,9669.25,1,0,inusual
CLT12011,91322.4,2025-09-11,transferencia_internacional,traslado_valores,5,0,1,1,2025-09-11,9,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,100991.65,2,0,inusual
CLT12011,90746.17,2025-04-28,tarjeta,casa_cambio,5,0,0,1,2025-04-28,4,0,0,0,0,0,casa_cambio,inf,inf,90746.17,1,0,inusual
CLT12011,969.1,2025-10-22,efectivo,casa_cambio,5,1,0,1,2025-10-22,10,2,0,0,0,0,casa_cambio,inf,inf,91715.27,2,0,inusual
CLT12260,165736.67,2025-01-23,transferencia_nacional,automotriz,10,0,0,0,2025-01-23,1,3,0,0,0,0,VIII_vehiculos,726358.8,363179.4,165736.67,1,0,relevante
CLT12260,35389.77,2025-07-21,tarjeta,automotriz,10,0,0,0,2025-07-21,7,0,0,0,0,0,VIII_vehiculos,726358.8,363179.4,201126.44,2,0,relevante
CLT12260,15066.23,2025-05-22,transferencia_nacional,joyeria_metales,10,0,0,0,2025-05-22,5,3,0,0,0,0,XI_joyeria,363179.4,363179.4,15066.23,1,0,relevante
CLT12260,5105.78,2024-12-12,transferencia_nacional,activos_virtuales,10,0,0,1,2024-12-12,12,3,0,0,0,0,XVI_activos_virtuales,23759.4,inf,5105.78,1,0,inusual
CLT12260,111658.02,2025-01-15,tarjeta,activos_virtuales,10,0,0,1,2025-01-15,1,2,0,1,1,0,XVI_activos_virtuales,23759.4,inf,116763.8,2,0,preocupante
CLT12260,7613.87,2025-04-05,transferencia_nacional,activos_virtuales,10,0,0,1,2025-04-05,4,5,0,0,1,0,XVI_activos_virtuales,23759.4,inf,124377.67,3,1,preocupante
CLT12260,20623.31,2025-04-12,tarjeta,casa_cambio,10,0,0,1,2025-04-12,4,5,0,0,0,0,casa_cambio,inf,inf,20623.31,1,0,inusual
CLT12260,24886.68,2025-08-13,efectivo,casa_cambio,10,1,0,1,2025-08-13,8,2,0,1,0,0,casa_cambio,inf,inf,45509.990000000005,2,0,inusual
CLT12260,54267.29,2025-09-25,tarjeta,casa_cambio,10,0,0,1,2025-09-25,9,3,0,0,0,0,casa_cambio,inf,inf,99777.28,3,0,inusual
CLT12260,30857.83,2024-11-20,transferencia_internacional,servicios_financieros,10,0,1,0,2024-11-20,11,2,0,0,0,0,servicios_financieros,inf,inf,30857.83,1,0,inusual
CLT12540,146215.82,2025-03-15,tarjeta,joyeria_metales,3,0,0,0,2025-03-15,3,5,0,1,0,0,XI_joyeria,363179.4,363179.4,146215.82,1,0,relevante
CLT12540,130519.69,2024-12-23,transferencia_nacional,servicios_financieros,3,0,0,0,2024-12-23,12,0,0,0,0,0,servicios_financieros,inf,inf,130519.69,1,0,relevante
CLT12540,117450.43,2025-01-18,tarjeta,transmision_dinero,3,0,0,0,2025-01-18,1,5,0,0,0,0,transmision_dinero,inf,inf,117450.43,1,0,relevante
CLT12552,10057.13,2025-10-12,tarjeta,inmobiliaria,5,0,0,0,2025-10-12,10,6,0,0,0,0,V_inmuebles,907948.5,907948.5,10057.13,1,0,relevante
CLT12552,41140.64,2025-05-29,tarjeta,joyeria_metales,5,0,0,0,2025-05-29,5,3,0,0,0,0,XI_joyeria,363179.4,363179.4,41140.64,1,0,relevante
CLT12552,10729.3,2025-01-01,tarjeta,activos_virtuales,5,0,0,1,2025-01-01,1,2,0,0,0,0,XVI_activos_virtuales,23759.4,inf,10729.3,1,0,inusual
CLT12552,71762.68,2025-05-22,transferencia_nacional,activos_virtuales,5,0,0,1,2025-05-22,5,3,0,0,1,0,XVI_activos_virtuales,23759.4,inf,82491.98,2,0,preocupante
CLT12552,3331.97,2025-06-10,efectivo,activos_virtuales,5,1,0,1,2025-06-10,6,1,0,0,1,1,XVI_activos_virtuales,23759.4,inf,85823.95,3,1,preocupante
CLT12560,66103.64,2025-04-28,transferencia_internacional,automotriz,3,0,1,0,2025-04-28,4,0,0,0,0,0,VIII_vehiculos,726358.8,363179.4,66103.64,1,0,inusual
CLT12560,89728.12,2025-01-12,tarjeta,notaria,3,0,0,0,2025-01-12,1,6,0,0,0,0,notaria,inf,inf,89728.12,1,0,relevante
CLT12560,33282.81,2025-07-04,tarjeta,transmision_dinero,3,0,0,0,2025-07-04,7,4,0,0,0,0,transmision_dinero,inf,inf,33282.81,1,0,relevante
CLT12671,61431.91,2025-04-24,efectivo,traslado_valores,2,1,0,1,2025-04-24,4,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,61431.91,1,0,inusual
CLT12671,8731.25,2025-01-12,transferencia_nacional,servicios_financieros,2,0,0,0,2025-01-12,1,6,0,0,0,0,servicios_financieros,inf,inf,8731.25,1,0,relevante
CLT12719,120475.92,2025-06-23,transferencia_nacional,arte_antiguedades,2,0,0,0,2025-06-23,6,0,0,0,0,0,arte_antiguedades,inf,inf,120475.92,1,0,relevante
CLT12719,703914.79,2025-07-03,tarjeta,transmision_dinero,2,0,0,0,2025-07-03,7,3,0,0,0,0,transmision_dinero,inf,inf,703914.79,1,0,relevante
CLT12757,44719.19,2025-01-19,tarjeta,automotriz,4,0,0,0,2025-01-19,1,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,44719.19,1,0,relevante
CLT12757,8846.3,2025-01-25,tarjeta,notaria,4,0,0,0,2025-01-25,1,5,0,0,0,0,notaria,inf,inf,8846.3,1,0,relevante
CLT12757,41338.78,2025-03-14,transferencia_nacional,notaria,4,0,0,0,2025-03-14,3,4,0,1,0,0,notaria,inf,inf,50185.08,2,0,relevante
CLT12757,4712138.63,2025-04-16,efectivo,transmision_dinero,4,1,0,0,2025-04-16,4,2,0,1,0,0,transmision_dinero,inf,inf,4712138.63,1,0,relevante
CLT13101,50454.9,2025-04-20,transferencia_nacional,inmobiliaria,3,0,0,0,2025-04-20,4,6,0,0,0,0,V_inmuebles,907948.5,907948.5,50454.9,1,0,relevante
CLT13101,1214.83,2025-01-08,transferencia_nacional,joyeria_metales,3,0,0,0,2025-01-08,1,2,0,0,0,0,XI_joyeria,363179.4,363179.4,1214.83,1,0,relevante
CLT13101,110169.88,2025-01-23,tarjeta,activos_virtuales,3,0,0,1,2025-01-23,1,3,0,0,1,0,XVI_activos_virtuales,23759.4,inf,110169.88,1,0,preocupante
CLT13201,132385.45,2025-03-23,transferencia_nacional,arte_antiguedades,1,0,0,0,2025-03-23,3,6,0,0,0,0,arte_antiguedades,inf,inf,132385.45,1,0,relevante
CLT13248,116960.17,2025-02-10,transferencia_nacional,inmobiliaria,1,0,0,0,2025-02-10,2,0,0,0,0,0,V_inmuebles,907948.5,907948.5,116960.17,1,0,relevante
CLT13278,93986.74,2024-12-08,transferencia_nacional,arte_antiguedades,1,0,0,0,2024-12-08,12,6,0,0,0,0,arte_antiguedades,inf,inf,93986.74,1,0,relevante
CLT13365,162525.64,2025-10-08,transferencia_internacional,activos_virtuales,3,0,1,1,2025-10-08,10,2,0,0,1,0,XVI_activos_virtuales,23759.4,inf,162525.64,1,0,preocupante
CLT13365,132054.26,2025-08-28,transferencia_nacional,notaria,3,0,0,0,2025-08-28,8,3,0,0,0,0,notaria,inf,inf,132054.26,1,0,relevante
CLT13365,8893.09,2025-08-02,transferencia_nacional,transmision_dinero,3,0,0,0,2025-08-02,8,5,0,0,0,0,transmision_dinero,inf,inf,8893.09,1,0,relevante
CLT13390,7824.11,2025-06-13,tarjeta,automotriz,4,0,0,0,2025-06-13,6,4,0,1,0,0,VIII_vehiculos,726358.8,363179.4,7824.11,1,0,relevante
CLT13390,65518.23,2025-06-24,tarjeta,traslado_valores,4,0,0,1,2025-06-24,6,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,65518.23,1,0,inusual
CLT13390,6360.72,2025-01-05,efectivo,servicios_financieros,4,1,0,0,2025-01-05,1,6,0,0,0,0,servicios_financieros,inf,inf,6360.72,1,0,relevante
CLT13390,4591734.53,2025-09-07,transferencia_internacional,servicios_financieros,4,0,1,0,2025-09-07,9,6,0,0,0,0,servicios_financieros,inf,inf,4591734.53,1,0,inusual
CLT13534,18329.27,2025-01-15,tarjeta,inmobiliaria,6,0,0,0,2025-01-15,1,2,0,1,0,0,V_inmuebles,907948.5,907948.5,18329.27,1,0,relevante
CLT13534,3798.7,2025-06-15,tarjeta,joyeria_metales,6,0,0,0,2025-06-15,6,6,0,1,0,0,XI_joyeria,363179.4,363179.4,3798.7,1,0,relevante
CLT13534,101887.37,2024-12-06,tarjeta,activos_virtuales,6,0,0,1,2024-12-06,12,4,0,0,1,0,XVI_activos_virtuales,23759.4,inf,101887.37,1,0,preocupante
CLT13534,1530384.04,2025-07-15,transferencia_nacional,casa_cambio,6,0,0,1,2025-07-15,7,1,0,1,0,0,casa_cambio,inf,inf,1530384.04,1,0,inusual
CLT13534,5543.78,2025-10-13,tarjeta,casa_cambio,6,0,0,1,2025-10-13,10,0,0,1,0,0,casa_cambio,inf,inf,1535927.82,2,0,inusual
CLT13534,168181.21,2025-09-13,transferencia_nacional,notaria,6,0,0,0,2025-09-13,9,5,0,1,0,0,notaria,inf,inf,168181.21,1,0,relevante
CLT13552,43725.79,2025-06-20,tarjeta,joyeria_metales,2,0,0,0,2025-06-20,6,4,0,0,0,0,XI_joyeria,363179.4,363179.4,43725.79,1,0,relevante
CLT13552,102492.81,2025-08-31,transferencia_nacional,servicios_financieros,2,0,0,0,2025-08-31,8,6,1,0,0,0,servicios_financieros,inf,inf,102492.81,1,0,relevante
CLT13617,35121.22,2025-07-20,efectivo,activos_virtuales,4,1,0,1,2025-07-20,7,6,0,0,1,0,XVI_activos_virtuales,23759.4,inf,35121.22,1,0,preocupante
CLT13617,7612.79,2025-09-05,tarjeta,activos_virtuales,4,0,0,1,2025-09-05,9,4,0,0,1,0,XVI_activos_virtuales,23759.4,inf,42734.01,2,1,preocupante
CLT13617,22179.62,2025-05-19,tarjeta,casa_cambio,4,0,0,1,2025-05-19,5,0,0,0,0,0,casa_cambio,inf,inf,22179.62,1,0,inusual
CLT13617,88611.24,2024-11-12,tarjeta,servicios_financieros,4,0,0,0,2024-11-12,11,1,0,0,0,0,servicios_financieros,inf,inf,88611.24,1,0,relevante
CLT13761,8547.52,2025-04-22,tarjeta,joyeria_metales,3,0,0,0,2025-04-22,4,1,0,0,0,0,XI_joyeria,363179.4,363179.4,8547.52,1,0,relevante
CLT13761,8598.29,2025-09-02,transferencia_internacional,traslado_valores,3,0,1,1,2025-09-02,9,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,8598.29,1,0,inusual
CLT13761,4171.91,2025-10-26,transferencia_internacional,notaria,3,0,1,0,2025-10-26,10,6,0,0,0,0,notaria,inf,inf,4171.91,1,0,inusual
CLT13783,471.91,2025-01-28,efectivo,arte_antiguedades,2,1,0,0,2025-01-28,1,1,0,0,0,0,arte_antiguedades,inf,inf,471.91,1,0,relevante
CLT13783,161742.49,2024-12-23,efectivo,casa_cambio,2,1,0,1,2024-12-23,12,0,0,0,0,0,casa_cambio,inf,inf,161742.49,1,0,inusual
CLT13794,2186.85,2025-09-02,transferencia_nacional,joyeria_metales,2,0,0,0,2025-09-02,9,1,0,0,0,0,XI_joyeria,363179.4,363179.4,2186.85,1,0,relevante
CLT13794,56069.13,2024-12-11,tarjeta,casa_cambio,2,0,0,1,2024-12-11,12,2,0,0,0,0,casa_cambio,inf,inf,56069.13,1,0,inusual
CLT13804,5102.0,2025-10-11,tarjeta,joyeria_metales,2,0,0,0,2025-10-11,10,5,0,0,0,0,XI_joyeria,363179.4,363179.4,5102.0,1,0,relevante
