cliente_id,monto,fecha,tipo_operacion,sector_actividad,fraccion,EsEfectivo,EsInternacional,SectorAltoRiesgo,frecuencia_mensual,mes,dia_semana,quincena,monto_6m,ops_6m,clasificacion_lfpiorpi
CLT12560,105163.25,2025-04-09,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,4,2,0,105163.25,1,relevante
CLT12560,20930.38,2025-05-09,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,5,4,0,126093.63,2,inusual
CLT12671,62544.4,2025-09-29,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,1,9,0,0,62544.4,1,inusual
CLT12719,115431.0,2025-03-08,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,3,5,0,115431.0,1,relevante
CLT12719,60067.99,2025-09-19,tarjeta,joyeria_metales,XI_joyeria,0,0,0,2,9,4,0,60067.99,1,relevante
CLT13101,50719.66,2024-11-17,tarjeta,traslado_valores,X_traslado_valores,0,0,1,3,11,6,1,50719.66,1,inusual
CLT13101,67093.27,2025-03-13,efectivo,automotriz,VIII_vehiculos,1,0,0,3,3,3,1,117812.93000000001,2,relevante
CLT13101,50466.57,2025-10-08,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,10,2,0,50466.57,1,inusual
CLT13201,4132955.03,2024-11-07,tarjeta,joyeria_metales,XI_joyeria,0,0,0,2,11,3,0,4132955.03,1,preocupante
CLT13201,113873.23,2025-03-13,tarjeta,inmobiliaria,V_inmuebles,0,0,0,2,3,3,1,4246828.26,2,preocupante
CLT13248,658.12,2025-06-30,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,1,6,0,0,658.12,1,inusual
CLT13365,8722.59,2024-11-18,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,3,11,0,0,8722.59,1,inusual
CLT13365,3197.78,2025-04-01,efectivo,inmobiliaria,V_inmuebles,1,0,0,3,4,1,0,11920.37,2,relevante
CLT13365,51063.45,2025-09-20,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,3,9,5,0,54261.229999999996,2,preocupante
CLT13390,143014.89,2024-11-13,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,3,11,2,1,143014.89,1,preocupante
CLT13390,3132.5,2025-06-01,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,3,6,6,0,3132.5,1,relevante
CLT13390,7109.92,2025-06-30,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,6,0,0,10242.42,2,inusual
CLT13478,74834.27,2024-11-06,tarjeta,inmobiliaria,V_inmuebles,0,0,0,2,11,2,0,74834.27,1,relevante
CLT13478,10572.61,2025-04-06,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,4,6,0,85406.88,2,preocupante
CLT13534,32336.17,2024-11-25,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,11,0,0,32336.17,1,relevante
CLT13534,9971.53,2025-06-28,efectivo,joyeria_metales,XI_joyeria,1,0,0,2,6,5,0,9971.53,1,relevante
CLT13552,1585.48,2025-04-11,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,4,4,0,1585.48,1,relevante
CLT13617,2955.21,2025-04-08,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,3,4,1,0,2955.21,1,inusual
CLT13617,74689.29,2025-05-16,tarjeta,joyeria_metales,XI_joyeria,0,0,0,3,5,4,1,77644.5,2,relevante
CLT13617,127420.66,2025-10-16,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,3,10,3,1,202109.95,2,inusual
CLT13761,71186.49,2025-01-19,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,1,6,0,71186.49,1,inusual
CLT13761,164393.15,2025-07-17,efectivo,joyeria_metales,XI_joyeria,1,0,0,2,7,3,1,235579.64,2,relevante
CLT13905,12614.65,2025-02-20,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,2,3,0,12614.65,1,relevante
CLT13905,55125.38,2025-04-23,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,2,4,2,0,67740.03,2,relevante
CLT14207,552.85,2025-01-12,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,1,1,6,0,552.85,1,inusual
CLT14278,34837.14,2025-10-26,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,1,10,6,0,34837.14,1,preocupante
CLT14722,403591.89,2024-11-25,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,4,11,0,0,403591.89,1,preocupante
CLT14722,24970.83,2025-02-20,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,4,2,3,0,428562.72000000003,2,preocupante
CLT14722,42711.41,2025-06-21,tarjeta,inmobiliaria,V_inmuebles,0,0,0,4,6,5,0,67682.24,2,relevante
CLT14722,3518.89,2025-09-22,efectivo,automotriz,VIII_vehiculos,1,0,0,4,9,0,0,46230.3,2,relevante
CLT15014,153258.83,2025-02-17,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,2,2,0,1,153258.83,1,preocupante
CLT15014,11840.11,2025-06-08,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,2,6,6,0,165098.94,2,preocupante
CLT15075,919.71,2025-01-13,efectivo,automotriz,VIII_vehiculos,1,0,0,2,1,0,1,919.71,1,relevante
CLT15075,44229.49,2025-04-11,efectivo,automotriz,VIII_vehiculos,1,0,0,2,4,4,0,45149.2,2,relevante
CLT15209,55073.48,2025-06-02,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,3,6,0,0,55073.48,1,inusual
CLT15209,28851.49,2025-06-21,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,6,5,0,83924.97,2,inusual
CLT15209,4887.1,2025-09-22,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,3,9,0,0,88812.07,3,inusual
CLT15224,8484.99,2024-12-26,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,2,12,3,0,8484.99,1,inusual
CLT15224,114148.16,2025-10-18,efectivo,inmobiliaria,V_inmuebles,1,0,0,2,10,5,0,114148.16,1,relevante
CLT15276,72037.7,2025-01-30,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,1,1,3,0,72037.7,1,relevante
CLT15383,27756.78,2025-09-29,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,9,0,0,27756.78,1,relevante
CLT15695,8544.79,2025-04-06,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,2,4,6,0,8544.79,1,inusual
CLT15695,29197.55,2025-04-27,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,4,6,0,37742.34,2,inusual
CLT15965,38529.79,2024-11-24,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,11,6,0,38529.79,1,relevante
CLT15965,53367.46,2025-05-28,efectivo,automotriz,VIII_vehiculos,1,0,0,2,5,2,0,53367.46,1,relevante
CLT16006,6600.65,2024-12-25,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,12,2,0,6600.65,1,inusual
CLT16006,8686.21,2025-10-01,tarjeta,joyeria_metales,XI_joyeria,0,0,0,2,10,2,0,8686.21,1,relevante
CLT16057,60720.11,2024-11-06,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,3,11,2,0,60720.11,1,preocupante
CLT16057,2998388.51,2024-11-22,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,3,11,4,0,3059108.6199999996,2,preocupante
CLT16057,48157.14,2025-09-10,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,3,9,2,0,48157.14,1,relevante
CLT16572,34458.17,2025-09-06,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,1,9,5,0,34458.17,1,relevante
CLT16590,9849.93,2024-11-17,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,11,6,1,9849.93,1,inusual
CLT16590,25926.75,2025-05-10,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,5,5,0,35776.68,2,inusual
CLT16630,78671.32,2025-04-09,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,4,2,0,78671.32,1,inusual
CLT16826,52498.9,2025-09-20,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,9,5,0,52498.9,1,relevante
CLT17026,113588.65,2025-06-13,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,3,6,4,1,113588.65,1,preocupante
CLT17026,28985.24,2025-06-28,tarjeta,inmobiliaria,V_inmuebles,0,0,0,3,6,5,0,142573.88999999998,2,relevante
CLT17026,91915.6,2025-09-27,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,9,5,0,234489.49,3,inusual
CLT17100,4579.15,2024-11-15,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,11,4,1,4579.15,1,relevante
CLT17146,100042.47,2024-11-23,efectivo,traslado_valores,X_traslado_valores,1,0,1,2,11,5,0,100042.47,1,inusual
CLT17146,41537.89,2025-01-16,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,2,1,3,1,141580.36,2,preocupante
CLT17331,7773.81,2024-12-30,tarjeta,automotriz,VIII_vehiculos,0,0,0,5,12,0,0,7773.81,1,relevante
CLT17331,19090.79,2025-05-15,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,5,5,3,1,26864.600000000002,2,inusual
CLT17331,130960.12,2025-10-05,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,10,6,0,150050.91,2,relevante
CLT17331,58850.35,2025-10-11,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,5,10,5,0,208901.26,3,preocupante
CLT17331,145131.52,2025-10-12,efectivo,inmobiliaria,V_inmuebles,1,0,0,5,10,6,0,354032.78,4,inusual
CLT17492,4812.58,2025-02-03,efectivo,traslado_valores,X_traslado_valores,1,0,1,3,2,0,0,4812.58,1,inusual
CLT17492,137230.49,2025-04-30,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,3,4,2,0,142043.06999999998,2,preocupante
CLT17492,54649.44,2025-10-26,tarjeta,traslado_valores,X_traslado_valores,0,0,1,3,10,6,0,191879.93,2,inusual
CLT17592,901481.87,2025-06-04,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,3,6,2,0,901481.87,1,preocupante
CLT17592,9159.39,2025-07-24,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,3,7,3,0,910641.26,2,preocupante
CLT17592,2837928.45,2025-08-31,tarjeta,joyeria_metales,XI_joyeria,0,0,0,3,8,6,0,3748569.71,3,preocupante
CLT17665,63841.11,2025-01-14,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,1,1,1,63841.11,1,inusual
CLT17665,133496.51,2025-08-21,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,8,3,0,133496.51,1,relevante
CLT17685,72908.89,2024-11-15,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,2,11,4,1,72908.89,1,relevante
CLT17685,134193.32,2025-08-01,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,8,4,0,134193.32,1,preocupante
CLT17716,16993.55,2025-05-12,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,1,5,0,0,16993.55,1,inusual
CLT17816,97700.07,2025-04-04,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,3,4,4,0,97700.07,1,preocupante
CLT17816,55987.99,2025-06-15,tarjeta,automotriz,VIII_vehiculos,0,0,0,3,6,6,1,153688.06,2,relevante
CLT17816,146704.2,2025-07-22,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,3,7,1,0,300392.26,3,preocupante
CLT17894,75960.71,2025-07-22,efectivo,automotriz,VIII_vehiculos,1,0,0,1,7,1,0,75960.71,1,relevante
CLT17944,142801.84,2025-09-20,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,9,5,0,142801.84,1,relevante
CLT17989,77601.81,2025-08-02,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,2,8,5,0,77601.81,1,preocupante
CLT17989,49865.47,2025-08-31,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,8,6,0,127467.28,2,relevante
CLT18161,59904.68,2025-10-16,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,10,3,1,59904.68,1,relevante
CLT18392,112924.09,2025-05-24,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,5,5,0,112924.09,1,relevante
CLT18392,99219.12,2025-06-03,tarjeta,inmobiliaria,V_inmuebles,0,0,0,3,6,1,0,212143.21,2,relevante
CLT18392,111247.41,2025-10-26,tarjeta,automotriz,VIII_vehiculos,0,0,0,3,10,6,0,323390.62,3,inusual
CLT18564,597.24,2024-12-01,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,12,6,0,597.24,1,inusual
CLT18834,6925.7,2024-11-13,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,11,2,1,6925.7,1,inusual
CLT18907,86197.93,2025-02-23,efectivo,inmobiliaria,V_inmuebles,1,0,0,2,2,6,0,86197.93,1,relevante
CLT18907,64033.88,2025-10-25,efectivo,inmobiliaria,V_inmuebles,1,0,0,2,10,5,0,64033.88,1,relevante
CLT18981,136730.97,2025-04-04,tarjeta,automotriz,VIII_vehiculos,0,0,0,3,4,4,0,136730.97,1,relevante
CLT18981,113749.15,2025-05-01,efectivo,automotriz,VIII_vehiculos,1,0,0,3,5,3,0,250480.12,2,relevante
CLT18981,165430.07,2025-09-03,efectivo,automotriz,VIII_vehiculos,1,0,0,3,9,2,0,415910.19,3,inusual
CLT18993,46372.82,2025-01-03,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,1,4,0,46372.82,1,inusual
CLT18993,138472.44,2025-06-25,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,2,6,2,0,184845.26,2,inusual
CLT19016,117581.6,2025-10-09,tarjeta,traslado_valores,X_traslado_valores,0,0,1,1,10,3,0,117581.6,1,inusual
CLT19038,97221.48,2025-03-28,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,3,4,0,97221.48,1,relevante
CLT19038,69879.32,2025-05-12,efectivo,automotriz,VIII_vehiculos,1,0,0,2,5,0,0,167100.8,2,relevante
CLT19116,111499.69,2025-03-18,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,1,3,1,0,111499.69,1,relevante
CLT19171,2575967.63,2024-12-03,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,12,1,0,2575967.63,1,preocupante
CLT19171,124021.95,2024-12-18,efectivo,inmobiliaria,V_inmuebles,1,0,0,2,12,2,0,2699989.58,2,preocupante
CLT19287,89258.69,2025-04-27,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,4,6,0,89258.69,1,inusual
CLT19287,23697.92,2025-08-17,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,3,8,6,1,112956.61,2,preocupante
CLT19287,25846.91,2025-10-18,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,3,10,5,0,138803.52,3,inusual
CLT19305,1595.47,2025-07-04,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,7,4,0,1595.47,1,relevante
CLT19329,130176.44,2024-12-02,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,12,0,0,130176.44,1,inusual
CLT19329,9697.76,2025-11-02,efectivo,traslado_valores,X_traslado_valores,1,0,1,2,11,6,0,9697.76,1,inusual
CLT19358,70939.25,2025-02-14,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,4,2,4,1,70939.25,1,preocupante
CLT19358,19501.73,2025-05-10,tarjeta,automotriz,VIII_vehiculos,0,0,0,4,5,5,0,90440.98,2,relevante
CLT19358,74169.89,2025-06-12,efectivo,traslado_valores,X_traslado_valores,1,0,1,4,6,3,0,164610.87,3,inusual
CLT19358,22167.95,2025-06-17,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,4,6,1,1,186778.82,4,inusual
CLT19359,212.4,2025-01-11,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,5,0,212.4,1,relevante
CLT19508,34783.52,2024-12-21,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,12,5,0,34783.52,1,relevante
CLT19545,9569.36,2025-02-22,efectivo,automotriz,VIII_vehiculos,1,0,0,1,2,5,0,9569.36,1,relevante
CLT19602,64101.45,2025-06-06,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,6,4,0,64101.45,1,relevante
CLT19710,3499369.29,2024-11-17,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,11,6,1,3499369.29,1,preocupante
CLT19710,20681.13,2025-07-04,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,3,7,4,0,20681.13,1,inusual
CLT19710,69858.78,2025-09-25,tarjeta,automotriz,VIII_vehiculos,0,0,0,3,9,3,0,90539.91,2,relevante
CLT19838,49712.67,2024-12-02,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,1,12,0,0,49712.67,1,inusual
CLT19862,119712.84,2025-04-30,tarjeta,automotriz,VIII_vehiculos,0,0,0,2,4,2,0,119712.84,1,relevante
CLT19862,99770.88,2025-07-05,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,7,5,0,219483.72,2,inusual
CLT19961,932.99,2024-12-18,tarjeta,inmobiliaria,V_inmuebles,0,0,0,2,12,2,0,932.99,1,relevante
CLT19961,168227.37,2025-03-22,tarjeta,inmobiliaria,V_inmuebles,0,0,0,2,3,5,0,169160.36,2,relevante
CLT20155,14841.0,2025-02-24,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,5,2,0,0,14841.0,1,relevante
CLT20155,80335.98,2025-03-06,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,5,3,3,0,95176.98,2,preocupante
CLT20155,98145.38,2025-05-24,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,5,5,5,0,193322.36,3,preocupante
CLT20155,101501.3,2025-10-18,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,10,5,0,199646.68,2,relevante
CLT20155,12868.48,2025-10-28,tarjeta,joyeria_metales,XI_joyeria,0,0,0,5,10,1,0,212515.16,3,inusual
CLT20322,1257.29,2024-12-04,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,12,2,0,1257.29,1,relevante
CLT20328,33633.33,2025-03-06,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,2,3,3,0,33633.33,1,inusual
CLT20328,86170.28,2025-07-31,efectivo,automotriz,VIII_vehiculos,1,0,0,2,7,3,0,119803.61,2,relevante
CLT20458,96415.0,2025-06-27,efectivo,traslado_valores,X_traslado_valores,1,0,1,2,6,4,0,96415.0,1,inusual
CLT20458,113574.6,2025-08-04,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,2,8,0,0,209989.6,2,preocupante
CLT20500,9580.49,2025-05-24,efectivo,automotriz,VIII_vehiculos,1,0,0,1,5,5,0,9580.49,1,relevante
CLT20543,7218.55,2025-04-18,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,4,4,0,7218.55,1,relevante
CLT20561,8712.69,2025-01-02,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,2,1,3,0,8712.69,1,relevante
CLT20561,36779.48,2025-04-19,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,2,4,5,0,45492.170000000006,2,preocupante
CLT20641,37675.81,2025-01-25,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,1,1,5,0,37675.81,1,preocupante
CLT20735,167303.5,2024-12-02,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,3,12,0,0,167303.5,1,preocupante
CLT20735,17174.59,2025-02-14,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,3,2,4,1,184478.09,2,relevante
CLT20735,2412.72,2025-05-31,efectivo,inmobiliaria,V_inmuebles,1,0,0,3,5,5,0,19587.31,2,relevante
CLT20745,110312.61,2025-10-05,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,10,6,0,110312.61,1,relevante
CLT21003,141190.62,2025-05-22,efectivo,traslado_valores,X_traslado_valores,1,0,1,2,5,3,0,141190.62,1,inusual
CLT21003,72264.82,2025-09-06,tarjeta,joyeria_metales,XI_joyeria,0,0,0,2,9,5,0,213455.44,2,relevante
CLT21114,62477.06,2025-01-29,tarjeta,automotriz,VIII_vehiculos,0,0,0,1,1,2,0,62477.06,1,relevante
CLT21164,132975.54,2024-11-05,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,1,11,1,0,132975.54,1,inusual
CLT21221,74066.73,2025-02-05,tarjeta,inmobiliaria,V_inmuebles,0,0,0,3,2,2,0,74066.73,1,relevante
CLT21221,7085.3,2025-04-01,tarjeta,automotriz,VIII_vehiculos,0,0,0,3,4,1,0,81152.03,2,relevante
CLT21221,116670.03,2025-07-04,efectivo,automotriz,VIII_vehiculos,1,0,0,3,7,4,0,197822.06,3,inusual
CLT21226,85659.63,2025-04-22,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,4,1,0,85659.63,1,preocupante
CLT21226,7633.98,2025-05-26,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,5,0,0,93293.61,2,preocupante
CLT21359,88055.32,2024-12-19,efectivo,traslado_valores,X_traslado_valores,1,0,1,3,12,3,0,88055.32,1,inusual
CLT21359,100001.54,2025-01-07,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,3,1,1,0,188056.86,2,preocupante
CLT21359,118799.08,2025-09-25,efectivo,automotriz,VIII_vehiculos,1,0,0,3,9,3,0,118799.08,1,relevante
CLT21395,110309.14,2025-10-04,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,10,5,0,110309.14,1,relevante
CLT21915,15099.55,2025-06-13,tarjeta,joyeria_metales,XI_joyeria,0,0,0,1,6,4,1,15099.55,1,relevante
CLT22097,18977.62,2025-01-15,tarjeta,inmobiliaria,V_inmuebles,0,0,0,4,1,2,1,18977.62,1,relevante
CLT22097,2515.5,2025-03-17,efectivo,traslado_valores,X_traslado_valores,1,0,1,4,3,0,1,21493.12,2,inusual
CLT22097,152992.61,2025-06-17,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,4,6,1,1,174485.72999999998,3,inusual
CLT22097,160525.26,2025-08-29,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,4,8,4,0,316033.37,3,preocupante
