cliente_id,monto,fecha,tipo_operacion,sector_actividad,frecuencia_mensual,EsEfectivo,EsInternacional,SectorAltoRiesgo,fecha_dt,mes,dia_semana,fin_de_mes,quincena,MontoRelevante,EsEstructurada,fraccion,umbral_aviso_mxn,limite_efectivo_mxn,umbral_aviso_mxn_missing_cfg,limite_efectivo_mxn_missing_cfg,monto_6m,ops_6m,Acum6mAlcanzaAviso,clasificacion_lfpiorpi
CLT10336,134874.85,2025-09-29,transferencia_nacional,notaria,5,0,0,0,2025-09-29,9,0,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,134874.85,1,0,relevante
CLT10350,1394.03,2025-07-23,tarjeta,automotriz,4,0,0,0,2025-07-23,7,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,1394.03,1,0,relevante
CLT10350,94695.78,2024-11-23,tarjeta,joyeria_metales,4,0,0,0,2024-11-23,11,5,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,94695.78,1,0,relevante
CLT10350,126926.56,2025-03-13,tarjeta,activos_virtuales,4,0,0,1,2025-03-13,3,3,0,1,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,126926.56,1,0,preocupante
CLT10350,169824.4,2025-04-09,efectivo,notaria,4,1,0,0,2025-04-09,4,2,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,169824.4,1,0,relevante
CLT10371,160957.04,2025-06-14,transferencia_nacional,automotriz,3,0,0,0,2025-06-14,6,5,0,1,0,0,VIII_vehiculos,726358.8,363179.4,0,0,160957.04,1,0,relevante
CLT10371,8414.04,2025-08-12,transferencia_nacional,notaria,3,0,0,0,2025-08-12,8,1,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,8414.04,1,0,relevante
CLT10371,9731.43,2025-05-24,transferencia_nacional,servicios_financieros,3,0,0,0,2025-05-24,5,5,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,9731.43,1,0,relevante
CLT10425,2753343.7,2025-07-12,tarjeta,activos_virtuales,2,0,0,1,2025-07-12,7,5,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,2753343.7,1,0,preocupante
CLT10425,8548.13,2025-10-18,efectivo,casa_cambio,2,1,0,1,2025-10-18,10,5,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,8548.13,1,0,inusual
CLT10455,3017.02,2025-01-18,transferencia_nacional,automotriz,8,0,0,0,2025-01-18,1,5,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,3017.02,1,0,relevante
CLT10455,2723.31,2025-01-14,tarjeta,inmobiliaria,8,0,0,0,2025-01-14,1,1,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,2723.31,1,0,relevante
CLT10455,74052.88,2025-07-30,transferencia_nacional,joyeria_metales,8,0,0,0,2025-07-30,7,2,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,74052.88,1,0,relevante
CLT10455,53928.85,2025-03-09,efectivo,activos_virtuales,8,1,0,1,2025-03-09,3,6,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,53928.85,1,0,preocupante
CLT10455,153675.49,2025-08-05,transferencia_nacional,casa_cambio,8,0,0,1,2025-08-05,8,1,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,153675.49,1,0,inusual
CLT10455,28828.04,2025-03-17,transferencia_internacional,notaria,8,0,1,0,2025-03-17,3,0,0,1,0,0,notaria,1000000000000.0,1000000000000.0,1,1,28828.04,1,0,inusual
CLT10455,1283677.52,2025-05-31,efectivo,servicios_financieros,8,1,0,0,2025-05-31,5,5,1,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,1283677.52,1,0,relevante
CLT10455,5863.49,2025-10-07,tarjeta,servicios_financieros,8,0,0,0,2025-10-07,10,1,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,1289541.01,2,0,relevante
CLT10464,28846.9,2025-08-10,efectivo,automotriz,3,1,0,0,2025-08-10,8,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,28846.9,1,0,relevante
CLT10464,66216.14,2025-10-13,transferencia_nacional,activos_virtuales,3,0,0,1,2025-10-13,10,0,0,1,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,66216.14,1,0,preocupante
CLT10464,111373.78,2025-04-09,transferencia_nacional,servicios_financieros,3,0,0,0,2025-04-09,4,2,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,111373.78,1,0,relevante
CLT10679,149055.47,2024-11-21,tarjeta,activos_virtuales,3,0,0,1,2024-11-21,11,3,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,149055.47,1,0,preocupante
CLT10679,3626.05,2024-11-04,efectivo,arte_antiguedades,3,1,0,0,2024-11-04,11,0,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,3626.05,1,0,relevante
CLT10679,35279.28,2025-02-07,tarjeta,servicios_financieros,3,0,0,0,2025-02-07,2,4,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,35279.28,1,0,relevante
CLT10688,132027.69,2025-04-23,transferencia_internacional,automotriz,4,0,1,0,2025-04-23,4,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,132027.69,1,0,inusual
CLT10688,4100.69,2025-06-25,efectivo,automotriz,4,1,0,0,2025-06-25,6,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,136128.38,2,0,relevante
CLT10688,157726.5,2025-02-04,efectivo,joyeria_metales,4,1,0,0,2025-02-04,2,1,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,157726.5,1,0,relevante
CLT10688,22110.7,2025-04-11,transferencia_nacional,arte_antiguedades,4,0,0,0,2025-04-11,4,4,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,22110.7,1,0,relevante
CLT10726,3940416.55,2025-09-12,tarjeta,automotriz,4,0,0,0,2025-09-12,9,4,0,0,1,0,VIII_vehiculos,726358.8,363179.4,0,0,3940416.55,1,0,preocupante
CLT10726,15886.31,2025-02-02,tarjeta,notaria,4,0,0,0,2025-02-02,2,6,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,15886.31,1,0,relevante
CLT10726,53060.77,2025-07-13,efectivo,notaria,4,1,0,0,2025-07-13,7,6,0,1,0,0,notaria,1000000000000.0,1000000000000.0,1,1,68947.08,2,0,relevante
CLT10726,521.65,2025-09-29,efectivo,servicios_financieros,4,1,0,0,2025-09-29,9,0,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,521.65,1,0,relevante
CLT10772,74135.02,2025-09-11,transferencia_nacional,inmobiliaria,3,0,0,0,2025-09-11,9,3,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,74135.02,1,0,relevante
CLT10772,73028.67,2025-06-13,tarjeta,casa_cambio,3,0,0,1,2025-06-13,6,4,0,1,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,73028.67,1,0,inusual
CLT10772,57294.32,2025-04-29,efectivo,servicios_financieros,3,1,0,0,2025-04-29,4,1,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,57294.32,1,0,relevante
CLT10800,29616.41,2025-01-12,tarjeta,arte_antiguedades,2,0,0,0,2025-01-12,1,6,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,29616.41,1,0,relevante
CLT10800,11912.44,2024-11-05,tarjeta,servicios_financieros,2,0,0,0,2024-11-05,11,1,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,11912.44,1,0,relevante
CLT10836,124330.05,2024-11-15,efectivo,inmobiliaria,3,1,0,0,2024-11-15,11,4,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,124330.05,1,0,relevante
CLT10836,499.22,2024-11-21,transferencia_nacional,traslado_valores,3,0,0,1,2024-11-21,11,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,499.22,1,0,inusual
CLT10836,79096.28,2025-04-29,tarjeta,notaria,3,0,0,0,2025-04-29,4,1,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,79096.28,1,0,relevante
CLT10851,17757.11,2025-06-27,transferencia_nacional,inmobiliaria,3,0,0,0,2025-06-27,6,4,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,17757.11,1,0,relevante
CLT10851,64892.07,2025-09-16,efectivo,inmobiliaria,3,1,0,0,2025-09-16,9,1,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,82649.18,2,0,relevante
CLT10851,14587.25,2025-08-06,efectivo,traslado_valores,3,1,0,1,2025-08-06,8,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,14587.25,1,0,inusual
CLT10866,41020.21,2025-05-05,tarjeta,inmobiliaria,4,0,0,0,2025-05-05,5,0,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,41020.21,1,0,relevante
CLT10866,5202.68,2024-12-30,tarjeta,joyeria_metales,4,0,0,0,2024-12-30,12,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,5202.68,1,0,relevante
CLT10866,31681.42,2025-06-15,tarjeta,casa_cambio,4,0,0,1,2025-06-15,6,6,0,1,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,31681.42,1,0,inusual
CLT10866,4912067.3,2025-01-05,tarjeta,notaria,4,0,0,0,2025-01-05,1,6,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,4912067.3,1,0,relevante
CLT10895,108587.3,2025-05-15,tarjeta,automotriz,4,0,0,0,2025-05-15,5,3,0,1,0,0,VIII_vehiculos,726358.8,363179.4,0,0,108587.3,1,0,relevante
CLT10895,7678.44,2025-04-23,transferencia_nacional,servicios_financieros,4,0,0,0,2025-04-23,4,2,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,7678.44,1,0,relevante
CLT10895,2928.74,2025-08-08,transferencia_nacional,servicios_financieros,4,0,0,0,2025-08-08,8,4,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,10607.18,2,0,relevante
CLT10895,2682781.26,2025-02-18,transferencia_nacional,transmision_dinero,4,0,0,0,2025-02-18,2,1,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,2682781.26,1,0,relevante
CLT10942,54301.52,2025-10-11,transferencia_nacional,automotriz,7,0,0,0,2025-10-11,10,5,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,54301.52,1,0,relevante
CLT10942,1347.42,2025-05-11,tarjeta,inmobiliaria,7,0,0,0,2025-05-11,5,6,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,1347.42,1,0,relevante
CLT10942,150215.97,2025-06-29,efectivo,joyeria_metales,7,1,0,0,2025-06-29,6,6,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,150215.97,1,0,relevante
CLT10942,79666.59,2025-08-27,tarjeta,activos_virtuales,7,0,0,1,2025-08-27,8,2,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,79666.59,1,0,preocupante
CLT10942,6661.75,2025-01-13,efectivo,traslado_valores,7,1,0,1,2025-01-13,1,0,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,6661.75,1,0,inusual
CLT10942,15032.09,2025-07-08,tarjeta,casa_cambio,7,0,0,1,2025-07-08,7,1,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,15032.09,1,0,inusual
CLT10942,5589.67,2024-12-07,tarjeta,servicios_financieros,7,0,0,0,2024-12-07,12,5,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,5589.67,1,0,relevante
CLT11007,3283203.55,2025-07-23,tarjeta,automotriz,9,0,0,0,2025-07-23,7,2,0,0,1,0,VIII_vehiculos,726358.8,363179.4,0,0,3283203.55,1,0,preocupante
CLT11007,92242.36,2024-11-24,tarjeta,activos_virtuales,9,0,0,1,2024-11-24,11,6,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,92242.36,1,0,preocupante
CLT11007,146768.47,2025-04-19,tarjeta,activos_virtuales,9,0,0,1,2025-04-19,4,5,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,239010.83000000002,2,0,preocupante
CLT11007,68558.33,2025-10-05,efectivo,activos_virtuales,9,1,0,1,2025-10-05,10,6,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,215326.8,2,0,preocupante
CLT11007,14137.41,2025-06-19,transferencia_nacional,traslado_valores,9,0,0,1,2025-06-19,6,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,14137.41,1,0,inusual
CLT11007,47359.5,2025-10-24,transferencia_nacional,arte_antiguedades,9,0,0,0,2025-10-24,10,4,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,47359.5,1,0,relevante
CLT11007,28606.95,2025-07-30,tarjeta,notaria,9,0,0,0,2025-07-30,7,2,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,28606.95,1,0,relevante
CLT11007,72232.93,2025-09-06,transferencia_nacional,notaria,9,0,0,0,2025-09-06,9,5,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,100839.87999999999,2,0,relevante
CLT11007,20655.11,2024-11-04,tarjeta,servicios_financieros,9,0,0,0,2024-11-04,11,0,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,20655.11,1,0,relevante
CLT11013,73390.25,2025-09-06,transferencia_nacional,servicios_financieros,1,0,0,0,2025-09-06,9,5,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,73390.25,1,0,relevante
CLT11025,14733.45,2025-10-12,efectivo,inmobiliaria,5,1,0,0,2025-10-12,10,6,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,14733.45,1,0,relevante
CLT11025,109185.94,2025-05-26,transferencia_internacional,activos_virtuales,5,0,1,1,2025-05-26,5,0,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,109185.94,1,0,preocupante
CLT11025,133160.72,2025-05-30,tarjeta,activos_virtuales,5,0,0,1,2025-05-30,5,4,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,242346.66,2,0,preocupante
CLT11025,159405.72,2025-03-28,efectivo,traslado_valores,5,1,0,1,2025-03-28,3,4,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,159405.72,1,0,inusual
CLT11025,15249.8,2025-04-26,transferencia_nacional,notaria,5,0,0,0,2025-04-26,4,5,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,15249.8,1,0,relevante
CLT11061,31781.91,2025-05-11,tarjeta,inmobiliaria,4,0,0,0,2025-05-11,5,6,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,31781.91,1,0,relevante
CLT11061,146715.26,2025-07-08,tarjeta,inmobiliaria,4,0,0,0,2025-07-08,7,1,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,178497.17,2,0,relevante
CLT11061,130363.7,2025-01-17,efectivo,traslado_valores,4,1,0,1,2025-01-17,1,4,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,130363.7,1,0,inusual
CLT11061,88901.54,2025-06-06,efectivo,servicios_financieros,4,1,0,0,2025-06-06,6,4,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,88901.54,1,0,relevante
CLT11071,40861.86,2025-08-03,tarjeta,automotriz,1,0,0,0,2025-08-03,8,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,40861.86,1,0,relevante
CLT11198,58535.25,2025-03-28,transferencia_internacional,automotriz,5,0,1,0,2025-03-28,3,4,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,58535.25,1,0,inusual
CLT11198,91358.11,2025-01-17,transferencia_internacional,inmobiliaria,5,0,1,0,2025-01-17,1,4,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,91358.11,1,0,inusual
CLT11198,70225.96,2025-07-09,transferencia_nacional,inmobiliaria,5,0,0,0,2025-07-09,7,2,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,161584.07,2,0,relevante
CLT11198,107170.61,2024-12-22,transferencia_nacional,arte_antiguedades,5,0,0,0,2024-12-22,12,6,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,107170.61,1,0,relevante
CLT11198,32315.05,2025-01-02,transferencia_nacional,arte_antiguedades,5,0,0,0,2025-01-02,1,3,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,139485.66,2,0,relevante
CLT11214,80437.31,2025-07-04,tarjeta,joyeria_metales,3,0,0,0,2025-07-04,7,4,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,80437.31,1,0,relevante
CLT11214,107020.69,2025-10-22,efectivo,notaria,3,1,0,0,2025-10-22,10,2,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,107020.69,1,0,relevante
CLT11214,150951.26,2025-09-29,efectivo,transmision_dinero,3,1,0,0,2025-09-29,9,0,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,150951.26,1,0,relevante
CLT11220,14196.18,2025-08-20,transferencia_internacional,activos_virtuales,3,0,1,1,2025-08-20,8,2,0,0,0,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,14196.18,1,0,inusual
CLT11220,42203.74,2024-12-20,tarjeta,arte_antiguedades,3,0,0,0,2024-12-20,12,4,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,42203.74,1,0,relevante
CLT11220,5512.43,2025-06-10,efectivo,servicios_financieros,3,1,0,0,2025-06-10,6,1,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,5512.43,1,0,relevante
CLT11231,95196.75,2024-12-14,efectivo,inmobiliaria,2,1,0,0,2024-12-14,12,5,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,95196.75,1,0,relevante
CLT11231,13764.32,2025-10-25,transferencia_nacional,transmision_dinero,2,0,0,0,2025-10-25,10,5,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,13764.32,1,0,relevante
CLT11238,94766.41,2025-03-15,transferencia_nacional,automotriz,3,0,0,0,2025-03-15,3,5,0,1,0,0,VIII_vehiculos,726358.8,363179.4,0,0,94766.41,1,0,relevante
CLT11238,1324208.36,2025-08-09,transferencia_nacional,activos_virtuales,3,0,0,1,2025-08-09,8,5,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,1324208.36,1,0,preocupante
CLT11238,148104.37,2025-09-03,tarjeta,servicios_financieros,3,0,0,0,2025-09-03,9,2,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,148104.37,1,0,relevante
CLT11267,1136.43,2025-02-26,transferencia_internacional,activos_virtuales,4,0,1,1,2025-02-26,2,2,0,0,0,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,1136.43,1,0,inusual
CLT11267,7569.97,2025-04-11,transferencia_nacional,traslado_valores,4,0,0,1,2025-04-11,4,4,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,7569.97,1,0,inusual
CLT11267,77410.25,2025-03-15,transferencia_nacional,transmision_dinero,4,0,0,0,2025-03-15,3,5,0,1,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,77410.25,1,0,relevante
CLT11267,83629.43,2025-10-13,transferencia_nacional,transmision_dinero,4,0,0,0,2025-10-13,10,0,0,1,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,83629.43,1,0,relevante
CLT11330,84948.37,2024-11-04,tarjeta,casa_cambio,4,0,0,1,2024-11-04,11,0,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,84948.37,1,0,inusual
CLT11330,48987.62,2025-02-12,efectivo,casa_cambio,4,1,0,1,2025-02-12,2,2,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,133935.99,2,0,inusual
CLT11330,78253.12,2025-10-28,tarjeta,notaria,4,0,0,0,2025-10-28,10,1,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,78253.12,1,0,relevante
CLT11330,4141.11,2025-08-10,tarjeta,transmision_dinero,4,0,0,0,2025-08-10,8,6,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,4141.11,1,0,relevante
CLT11498,164864.53,2025-05-03,transferencia_nacional,inmobiliaria,2,0,0,0,2025-05-03,5,5,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,164864.53,1,0,relevante
CLT11498,35246.97,2025-06-20,efectivo,notaria,2,1,0,0,2025-06-20,6,4,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,35246.97,1,0,relevante
CLT11504,76916.06,2025-09-03,tarjeta,inmobiliaria,5,0,0,0,2025-09-03,9,2,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,76916.06,1,0,relevante
CLT11504,28535.64,2024-12-08,transferencia_nacional,traslado_valores,5,0,0,1,2024-12-08,12,6,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,28535.64,1,0,inusual
CLT11504,122295.98,2025-07-26,transferencia_nacional,traslado_valores,5,0,0,1,2025-07-26,7,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,122295.98,1,0,inusual
CLT11504,159068.8,2025-06-25,tarjeta,casa_cambio,5,0,0,1,2025-06-25,6,2,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,159068.8,1,0,inusual
CLT11504,56457.84,2025-11-02,transferencia_internacional,servicios_financieros,5,0,1,0,2025-11-02,11,6,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,56457.84,1,0,inusual
CLT11553,114136.82,2025-05-01,tarjeta,traslado_valores,4,0,0,1,2025-05-01,5,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,114136.82,1,0,inusual
CLT11553,129664.02,2025-08-22,efectivo,traslado_valores,4,1,0,1,2025-08-22,8,4,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,243800.84000000003,2,0,inusual
CLT11553,24527.57,2024-11-08,transferencia_nacional,arte_antiguedades,4,0,0,0,2024-11-08,11,4,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,24527.57,1,0,relevante
CLT11553,4079510.86,2025-08-28,transferencia_nacional,notaria,4,0,0,0,2025-08-28,8,3,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,4079510.86,1,0,relevante
CLT11607,66936.31,2025-05-04,transferencia_nacional,traslado_valores,3,0,0,1,2025-05-04,5,6,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,66936.31,1,0,inusual
CLT11607,33003.43,2025-05-21,transferencia_nacional,traslado_valores,3,0,0,1,2025-05-21,5,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,99939.73999999999,2,0,inusual
CLT11607,33004.5,2025-08-16,efectivo,notaria,3,1,0,0,2025-08-16,8,5,0,1,0,0,notaria,1000000000000.0,1000000000000.0,1,1,33004.5,1,0,relevante
CLT11658,143015.69,2025-05-30,efectivo,inmobiliaria,5,1,0,0,2025-05-30,5,4,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,143015.69,1,0,relevante
CLT11658,5994.61,2025-09-24,tarjeta,inmobiliaria,5,0,0,0,2025-09-24,9,2,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,149010.3,2,0,relevante
CLT11658,53737.22,2025-08-24,transferencia_nacional,traslado_valores,5,0,0,1,2025-08-24,8,6,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,53737.22,1,0,inusual
