cliente_id,monto,fecha,tipo_operacion,sector_actividad,fraccion,EsEfectivo,EsInternacional,SectorAltoRiesgo,frecuencia_mensual,mes,dia_semana,quincena,monto_6m,ops_6m,clasificacion_lfpiorpi
CLT10568,4960.33,2025-07-13,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,4,7,6,1,70285.66,3,preocupante
CLT10568,105031.79,2025-08-06,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,4,8,2,0,118840.64,3,inusual
CLT10583,55933.44,2025-02-04,tarjeta,joyeria_metales,XI_joyeria,0,0,0,3,2,1,0,55933.44,1,relevante
CLT10583,39620.67,2025-02-10,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,2,0,0,95554.11,2,relevante
CLT10583,99199.67,2025-04-12,efectivo,joyeria_metales,XI_joyeria,1,0,0,3,4,5,0,194753.78,3,inusual
CLT10609,133456.29,2024-12-11,efectivo,traslado_valores,X_traslado_valores,1,0,1,4,12,2,0,133456.29,1,inusual
CLT10609,6174.39,2025-05-29,tarjeta,automotriz,VIII_vehiculos,0,0,0,4,5,3,0,139630.68000000002,2,relevante
CLT10609,71695.95,2025-07-02,efectivo,automotriz,VIII_vehiculos,1,0,0,4,7,2,0,77870.34,2,relevante
CLT10609,109370.97,2025-09-29,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,4,9,0,0,187241.31,3,inusual
CLT10611,8804.87,2024-12-06,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,5,12,4,0,8804.87,1,relevante
CLT10611,30042.81,2024-12-31,tarjeta,joyeria_metales,XI_joyeria,0,0,0,5,12,1,0,38847.68,2,relevante
CLT10611,684.26,2025-01-18,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,5,1,5,0,39531.94,3,preocupante
CLT10611,5045.07,2025-07-21,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,5,7,0,0,5045.07,1,inusual
CLT10611,124639.37,2025-10-28,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,10,1,0,129684.44,2,relevante
CLT10617,46698.01,2025-04-29,tarjeta,inmobiliaria,V_inmuebles,0,0,0,2,4,1,0,46698.01,1,relevante
CLT10617,103200.79,2025-05-22,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,5,3,0,149898.8,2,inusual
CLT10633,34483.96,2025-04-26,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,4,4,5,0,34483.96,1,relevante
CLT10633,67289.96,2025-05-23,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,4,5,4,0,101773.92000000001,2,preocupante
CLT10633,5483.03,2025-06-08,transferencia_internacional,joyeria_metales,XI_joyeria,0,1,0,4,6,6,0,107256.95,3,inusual
CLT10633,5800.88,2025-07-20,tarjeta,automotriz,VIII_vehiculos,0,0,0,4,7,6,0,113057.83,4,inusual
CLT10659,33905.7,2025-09-03,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,9,2,0,33905.7,1,inusual
CLT10659,27948.13,2025-10-19,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,2,10,6,0,61853.83,2,inusual
CLT10679,64808.42,2024-11-12,tarjeta,inmobiliaria,V_inmuebles,0,0,0,3,11,1,0,64808.42,1,relevante
CLT10679,35618.93,2025-02-03,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,2,0,0,100427.35,2,relevante
CLT10679,44180.62,2025-09-18,tarjeta,joyeria_metales,XI_joyeria,0,0,0,3,9,3,0,44180.62,1,relevante
CLT10680,44871.01,2024-12-07,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,12,5,0,44871.01,1,relevante
CLT10680,31278.76,2025-04-02,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,5,4,2,0,76149.77,2,relevante
CLT10680,93349.71,2025-07-02,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,5,7,2,0,124628.47,2,relevante
CLT10680,1444.5,2025-08-02,tarjeta,traslado_valores,X_traslado_valores,0,0,1,5,8,5,0,126072.97000000002,3,inusual
CLT10680,718.1,2025-10-02,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,5,10,3,0,95512.31000000003,3,inusual
CLT10688,158713.39,2025-02-21,efectivo,joyeria_metales,XI_joyeria,1,0,0,2,2,4,0,158713.39,1,relevante
CLT10688,34774.09,2025-05-31,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,5,5,0,193487.48,2,inusual
CLT10693,27174.17,2025-01-12,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,2,1,6,0,27174.17,1,preocupante
CLT10693,7719.04,2025-03-09,tarjeta,traslado_valores,X_traslado_valores,0,0,1,2,3,6,0,34893.21,2,inusual
CLT10716,109285.32,2024-12-01,efectivo,inmobiliaria,V_inmuebles,1,0,0,4,12,6,0,109285.32,1,relevante
CLT10716,5321.67,2025-04-23,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,4,4,2,0,114606.99,2,preocupante
CLT10716,63444.95,2025-08-30,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,4,8,5,0,68766.62,2,relevante
CLT10716,29592.68,2025-09-05,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,4,9,4,0,98359.29999999999,3,preocupante
CLT10726,149561.01,2025-07-10,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,1,7,3,0,149561.01,1,relevante
CLT10739,4948.88,2024-11-25,tarjeta,traslado_valores,X_traslado_valores,0,0,1,5,11,0,0,4948.88,1,inusual
CLT10739,58286.9,2025-03-15,tarjeta,joyeria_metales,XI_joyeria,0,0,0,5,3,5,1,63235.78,2,relevante
CLT10739,20846.54,2025-03-26,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,3,2,0,84082.32,3,inusual
CLT10739,12795.84,2025-07-05,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,5,7,5,0,91929.28,3,inusual
CLT10739,999.3,2025-08-08,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,5,8,4,0,92928.58,4,inusual
CLT10753,22398.97,2024-11-10,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,11,6,0,22398.97,1,relevante
CLT10753,110901.99,2025-06-10,tarjeta,joyeria_metales,XI_joyeria,0,0,0,3,6,1,0,110901.99,1,relevante
CLT10753,75802.58,2025-08-03,efectivo,automotriz,VIII_vehiculos,1,0,0,3,8,6,0,186704.57,2,relevante
CLT10772,94592.72,2025-02-06,transferencia_internacional,activos_virtuales,XVI_activos_virtuales,0,1,1,3,2,3,0,94592.72,1,preocupante
CLT10772,29500.09,2025-02-09,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,3,2,6,0,124092.81,2,inusual
CLT10772,51955.59,2025-07-14,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,3,7,0,1,176048.4,3,inusual
CLT10773,17986.0,2025-08-25,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,2,8,0,0,17986.0,1,inusual
CLT10773,72648.06,2025-10-18,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,2,10,5,0,90634.06,2,relevante
CLT10800,21567.5,2024-11-22,efectivo,automotriz,VIII_vehiculos,1,0,0,8,11,4,0,21567.5,1,relevante
CLT10800,1176811.99,2025-02-11,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,8,2,1,0,1198379.49,2,preocupante
CLT10800,72925.69,2025-02-16,tarjeta,traslado_valores,X_traslado_valores,0,0,1,8,2,6,1,1271305.18,3,preocupante
CLT10800,66473.14,2025-03-19,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,8,3,2,0,1337778.32,4,preocupante
CLT10800,130327.59,2025-04-11,tarjeta,joyeria_metales,XI_joyeria,0,0,0,8,4,4,0,1468105.91,5,preocupante
CLT10800,1576265.09,2025-07-25,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,8,7,4,0,3022803.5,5,preocupante
CLT10800,8717.49,2025-08-09,tarjeta,automotriz,VIII_vehiculos,0,0,0,8,8,5,0,3031520.99,6,preocupante
CLT10800,3175.96,2025-10-03,tarjeta,automotriz,VIII_vehiculos,0,0,0,8,10,4,0,1718486.13,4,preocupante
CLT10803,59801.29,2025-05-11,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,2,5,6,0,59801.29,1,inusual
CLT10803,1187.64,2025-06-17,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,2,6,1,1,60988.93,2,inusual
CLT10835,988.02,2024-11-03,tarjeta,automotriz,VIII_vehiculos,0,0,0,5,11,6,0,988.02,1,relevante
CLT10835,138684.92,2024-12-28,tarjeta,joyeria_metales,XI_joyeria,0,0,0,5,12,5,0,139672.94,2,relevante
CLT10835,1411075.38,2025-05-02,transferencia_nacional,activos_virtuales,XVI_activos_virtuales,0,0,1,5,5,4,0,1549760.2999999998,2,preocupante
CLT10835,83982.94,2025-05-03,tarjeta,inmobiliaria,V_inmuebles,0,0,0,5,5,5,0,1633743.2399999998,3,preocupante
CLT10835,130220.79,2025-05-15,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,5,5,3,1,1763964.0299999998,4,preocupante
CLT10851,3392843.9,2025-01-19,transferencia_nacional,traslado_valores,X_traslado_valores,0,0,1,6,1,6,0,3392843.9,1,preocupante
CLT10851,77176.37,2025-02-24,efectivo,automotriz,VIII_vehiculos,1,0,0,6,2,0,0,3470020.27,2,preocupante
CLT10851,96596.28,2025-05-02,tarjeta,activos_virtuales,XVI_activos_virtuales,0,0,1,6,5,4,0,3566616.55,3,preocupante
CLT10851,103687.39,2025-06-15,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,6,6,6,1,3670303.94,4,preocupante
CLT10851,78838.91,2025-06-17,tarjeta,traslado_valores,X_traslado_valores,0,0,1,6,6,1,1,3749142.85,5,preocupante
CLT10851,142094.39,2025-08-07,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,6,8,3,0,498393.34,5,inusual
CLT10860,8259.37,2025-02-22,efectivo,activos_virtuales,XVI_activos_virtuales,1,0,1,4,2,5,0,8259.37,1,inusual
