cliente_id,monto,fecha,tipo_operacion,sector_actividad,frecuencia_mensual,EsEfectivo,EsInternacional,SectorAltoRiesgo,fecha_dt,mes,dia_semana,fin_de_mes,quincena,MontoRelevante,EsEstructurada,fraccion,umbral_aviso_mxn,limite_efectivo_mxn,umbral_aviso_mxn_missing_cfg,limite_efectivo_mxn_missing_cfg,monto_6m,ops_6m,Acum6mAlcanzaAviso,clasificacion_lfpiorpi
CLT10282,162625.84,2025-05-09,tarjeta,casa_cambio,5,0,0,1,2025-05-09,5,4,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,2125655.38,2,0,inusual
CLT10282,34246.99,2025-04-14,tarjeta,notaria,5,0,0,0,2025-04-14,4,0,0,1,0,0,notaria,1000000000000.0,1000000000000.0,1,1,34246.99,1,0,relevante
CLT10336,66866.94,2024-12-15,tarjeta,inmobiliaria,8,0,0,0,2024-12-15,12,6,0,1,0,0,V_inmuebles,907948.5,907948.5,0,0,66866.94,1,0,relevante
CLT10336,166710.18,2025-04-10,efectivo,inmobiliaria,8,1,0,0,2025-04-10,4,3,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,233577.12,2,0,relevante
CLT10336,3133.51,2025-01-21,transferencia_nacional,joyeria_metales,8,0,0,0,2025-01-21,1,1,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,3133.51,1,0,relevante
CLT10336,8063.31,2025-05-28,efectivo,traslado_valores,8,1,0,1,2025-05-28,5,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,8063.31,1,0,inusual
CLT10336,2664.45,2025-10-20,transferencia_nacional,traslado_valores,8,0,0,1,2025-10-20,10,0,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,10727.76,2,0,inusual
CLT10336,7190.12,2025-09-08,transferencia_nacional,servicios_financieros,8,0,0,0,2025-09-08,9,0,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,7190.12,1,0,relevante
CLT10336,90529.38,2025-08-27,transferencia_internacional,transmision_dinero,8,0,1,0,2025-08-27,8,2,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,90529.38,1,0,inusual
CLT10336,836944.06,2025-10-06,transferencia_nacional,transmision_dinero,8,0,0,0,2025-10-06,10,0,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,927473.4400000001,2,0,relevante
CLT10350,49889.52,2025-01-20,efectivo,automotriz,2,1,0,0,2025-01-20,1,0,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,49889.52,1,0,relevante
CLT10350,52558.22,2025-10-05,efectivo,arte_antiguedades,2,1,0,0,2025-10-05,10,6,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,52558.22,1,0,relevante
CLT10371,138425.16,2025-01-09,transferencia_nacional,activos_virtuales,2,0,0,1,2025-01-09,1,3,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,138425.16,1,0,preocupante
CLT10371,16124.54,2025-03-23,transferencia_nacional,notaria,2,0,0,0,2025-03-23,3,6,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,16124.54,1,0,relevante
CLT10425,6656.95,2025-07-15,efectivo,traslado_valores,4,1,0,1,2025-07-15,7,1,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,6656.95,1,0,inusual
CLT10425,77475.89,2025-01-11,tarjeta,notaria,4,0,0,0,2025-01-11,1,5,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,77475.89,1,0,relevante
CLT10425,3264.56,2025-03-10,efectivo,notaria,4,1,0,0,2025-03-10,3,0,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,80740.45,2,0,relevante
CLT10425,106687.44,2025-07-06,transferencia_nacional,transmision_dinero,4,0,0,0,2025-07-06,7,6,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,106687.44,1,0,relevante
CLT10464,15600.96,2025-07-27,efectivo,automotriz,6,1,0,0,2025-07-27,7,6,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,15600.96,1,0,relevante
CLT10464,53367.46,2025-08-08,transferencia_internacional,inmobiliaria,6,0,1,0,2025-08-08,8,4,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,53367.46,1,0,inusual
CLT10464,1323.37,2025-03-11,tarjeta,traslado_valores,6,0,0,1,2025-03-11,3,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,1323.37,1,0,inusual
CLT10464,4123.03,2024-11-10,transferencia_internacional,casa_cambio,6,0,1,1,2024-11-10,11,6,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,4123.03,1,0,inusual
CLT10464,114014.37,2024-11-20,efectivo,notaria,6,1,0,0,2024-11-20,11,2,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,114014.37,1,0,relevante
CLT10464,20326.33,2025-01-08,transferencia_internacional,notaria,6,0,1,0,2025-01-08,1,2,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,134340.7,2,0,inusual
CLT10726,8197.84,2025-02-27,transferencia_nacional,inmobiliaria,4,0,0,0,2025-02-27,2,3,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,8197.84,1,0,relevante
CLT10726,102.25,2025-01-16,tarjeta,traslado_valores,4,0,0,1,2025-01-16,1,3,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,102.25,1,0,inusual
CLT10726,79949.95,2025-06-10,tarjeta,arte_antiguedades,4,0,0,0,2025-06-10,6,1,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,79949.95,1,0,relevante
CLT10726,6047.32,2025-02-23,efectivo,notaria,4,1,0,0,2025-02-23,2,6,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,6047.32,1,0,relevante
CLT10772,117698.11,2025-06-22,efectivo,joyeria_metales,6,1,0,0,2025-06-22,6,6,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,117698.11,1,0,relevante
CLT10772,59325.74,2025-07-03,transferencia_nacional,traslado_valores,6,0,0,1,2025-07-03,7,3,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,59325.74,1,0,inusual
CLT10772,5525.41,2025-08-16,tarjeta,traslado_valores,6,0,0,1,2025-08-16,8,5,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,64851.149999999994,2,0,inusual
CLT10772,24262.36,2025-02-17,efectivo,casa_cambio,6,1,0,1,2025-02-17,2,0,0,1,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,24262.36,1,0,inusual
CLT10772,126617.39,2025-07-07,tarjeta,casa_cambio,6,0,0,1,2025-07-07,7,0,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,150879.75,2,0,inusual
CLT10772,165821.19,2025-01-24,efectivo,notaria,6,1,0,0,2025-01-24,1,4,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,165821.19,1,0,relevante
CLT10851,6309.86,2025-04-09,efectivo,automotriz,7,1,0,0,2025-04-09,4,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,6309.86,1,0,relevante
CLT10851,45943.88,2025-10-02,tarjeta,automotriz,7,0,0,0,2025-10-02,10,3,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,52253.74,2,0,relevante
CLT10851,40691.13,2025-02-24,efectivo,joyeria_metales,7,1,0,0,2025-02-24,2,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,40691.13,1,0,relevante
CLT10851,30060.72,2025-06-01,tarjeta,arte_antiguedades,7,0,0,0,2025-06-01,6,6,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,30060.72,1,0,relevante
CLT10851,781124.99,2025-11-01,tarjeta,casa_cambio,7,0,0,1,2025-11-01,11,5,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,781124.99,1,0,inusual
CLT10851,25576.2,2025-02-21,efectivo,servicios_financieros,7,1,0,0,2025-02-21,2,4,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,25576.2,1,0,relevante
CLT10851,95854.01,2025-03-09,transferencia_internacional,servicios_financieros,7,0,1,0,2025-03-09,3,6,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,121430.20999999999,2,0,inusual
CLT10942,77851.47,2025-09-20,transferencia_nacional,casa_cambio,1,0,0,1,2025-09-20,9,5,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,77851.47,1,0,inusual
CLT11061,34996.9,2025-05-17,efectivo,casa_cambio,3,1,0,1,2025-05-17,5,5,0,1,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,34996.9,1,0,inusual
CLT11061,117550.98,2025-01-13,transferencia_nacional,notaria,3,0,0,0,2025-01-13,1,0,0,1,0,0,notaria,1000000000000.0,1000000000000.0,1,1,117550.98,1,0,relevante
CLT11061,44334.94,2025-07-25,tarjeta,notaria,3,0,0,0,2025-07-25,7,4,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,44334.94,1,0,relevante
CLT11220,168523.42,2024-12-07,efectivo,activos_virtuales,4,1,0,1,2024-12-07,12,5,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,168523.42,1,0,preocupante
CLT11220,98142.56,2025-01-18,tarjeta,transmision_dinero,4,0,0,0,2025-01-18,1,5,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,98142.56,1,0,relevante
CLT11220,150250.03,2025-03-13,transferencia_nacional,transmision_dinero,4,0,0,0,2025-03-13,3,3,0,1,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,248392.59,2,0,relevante
CLT11220,5123.38,2025-03-30,efectivo,transmision_dinero,4,1,0,0,2025-03-30,3,6,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,253515.97,3,0,relevante
CLT11231,138221.18,2025-09-05,tarjeta,inmobiliaria,3,0,0,0,2025-09-05,9,4,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,138221.18,1,0,relevante
CLT11231,39500.33,2025-10-25,efectivo,joyeria_metales,3,1,0,0,2025-10-25,10,5,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,39500.33,1,0,relevante
CLT11231,61179.9,2025-02-14,efectivo,servicios_financieros,3,1,0,0,2025-02-14,2,4,0,1,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,61179.9,1,0,relevante
CLT11267,139312.57,2024-12-29,transferencia_nacional,servicios_financieros,2,0,0,0,2024-12-29,12,6,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,139312.57,1,0,relevante
CLT11267,142751.78,2025-06-01,transferencia_nacional,transmision_dinero,2,0,0,0,2025-06-01,6,6,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,142751.78,1,0,relevante
CLT11330,52121.07,2025-01-11,transferencia_nacional,activos_virtuales,7,0,0,1,2025-01-11,1,5,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,52121.07,1,0,preocupante
CLT11330,6289.59,2025-09-28,tarjeta,activos_virtuales,7,0,0,1,2025-09-28,9,6,0,0,0,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,6289.59,1,0,inusual
CLT11330,75600.66,2025-01-06,tarjeta,notaria,7,0,0,0,2025-01-06,1,0,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,75600.66,1,0,relevante
CLT11330,97025.92,2025-02-09,transferencia_nacional,notaria,7,0,0,0,2025-02-09,2,6,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,172626.58000000002,2,0,relevante
CLT11330,33843.28,2025-03-28,tarjeta,notaria,7,0,0,0,2025-03-28,3,4,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,206469.86,3,0,relevante
CLT11330,98400.14,2025-04-08,transferencia_nacional,servicios_financieros,7,0,0,0,2025-04-08,4,1,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,98400.14,1,0,relevante
CLT11330,45508.17,2025-09-30,tarjeta,servicios_financieros,7,0,0,0,2025-09-30,9,1,1,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,143908.31,2,0,relevante
CLT11504,50557.72,2025-04-25,tarjeta,joyeria_metales,6,0,0,0,2025-04-25,4,4,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,50557.72,1,0,relevante
CLT11504,4063520.08,2024-12-12,tarjeta,activos_virtuales,6,0,0,1,2024-12-12,12,3,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,4063520.08,1,0,preocupante
CLT11504,14798.12,2025-10-21,transferencia_nacional,traslado_valores,6,0,0,1,2025-10-21,10,1,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,14798.12,1,0,inusual
CLT11504,117338.0,2024-12-30,transferencia_nacional,notaria,6,0,0,0,2024-12-30,12,0,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,117338.0,1,0,relevante
CLT11504,11282.54,2025-03-15,transferencia_nacional,servicios_financieros,6,0,0,0,2025-03-15,3,5,0,1,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,11282.54,1,0,relevante
CLT11504,808930.31,2025-03-15,tarjeta,transmision_dinero,6,0,0,0,2025-03-15,3,5,0,1,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,808930.31,1,0,relevante
CLT11607,5015.5,2024-12-24,transferencia_nacional,automotriz,5,0,0,0,2024-12-24,12,1,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,5015.5,1,0,relevante
CLT11607,78291.96,2025-10-01,transferencia_internacional,automotriz,5,0,1,0,2025-10-01,10,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,78291.96,1,0,inusual
CLT11607,149120.47,2025-09-06,tarjeta,traslado_valores,5,0,0,1,2025-09-06,9,5,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,149120.47,1,0,inusual
CLT11607,2464.57,2025-09-10,transferencia_internacional,traslado_valores,5,0,1,1,2025-09-10,9,2,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,151585.04,2,0,inusual
CLT11607,86120.95,2024-11-15,transferencia_nacional,casa_cambio,5,0,0,1,2024-11-15,11,4,0,1,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,86120.95,1,0,inusual
CLT11658,8051.8,2025-09-26,efectivo,servicios_financieros,3,1,0,0,2025-09-26,9,4,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,8051.8,1,0,relevante
CLT11658,1134.38,2024-11-08,transferencia_nacional,transmision_dinero,3,0,0,0,2024-11-08,11,4,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,1134.38,1,0,relevante
CLT11658,299.36,2024-12-09,transferencia_nacional,transmision_dinero,3,0,0,0,2024-12-09,12,0,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,1433.7400000000002,2,0,relevante
CLT11792,153251.15,2025-04-21,efectivo,inmobiliaria,5,1,0,0,2025-04-21,4,0,0,0,0,0,V_inmuebles,907948.5,907948.5,0,0,153251.15,1,0,relevante
CLT11792,53249.97,2025-03-05,transferencia_nacional,joyeria_metales,5,0,0,0,2025-03-05,3,2,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,53249.97,1,0,relevante
CLT11792,41275.64,2025-02-20,tarjeta,notaria,5,0,0,0,2025-02-20,2,3,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,41275.64,1,0,relevante
CLT11792,143949.62,2025-09-28,transferencia_nacional,servicios_financieros,5,0,0,0,2025-09-28,9,6,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,143949.62,1,0,relevante
CLT11792,84857.62,2025-08-26,transferencia_internacional,transmision_dinero,5,0,1,0,2025-08-26,8,1,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,84857.62,1,0,inusual
CLT11824,41009.38,2025-01-04,transferencia_internacional,joyeria_metales,3,0,1,0,2025-01-04,1,5,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,41009.38,1,0,inusual
CLT11824,91970.76,2025-07-05,transferencia_internacional,joyeria_metales,3,0,1,0,2025-07-05,7,5,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,91970.76,1,0,inusual
CLT11824,48024.25,2025-01-29,efectivo,transmision_dinero,3,1,0,0,2025-01-29,1,2,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,48024.25,1,0,relevante
CLT11854,96450.12,2025-04-07,transferencia_nacional,joyeria_metales,3,0,0,0,2025-04-07,4,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,96450.12,1,0,relevante
CLT11854,85630.35,2025-08-28,efectivo,activos_virtuales,3,1,0,1,2025-08-28,8,3,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,85630.35,1,0,preocupante
CLT11854,168841.06,2025-04-13,efectivo,servicios_financieros,3,1,0,0,2025-04-13,4,6,0,1,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,168841.06,1,0,relevante
CLT11934,64933.31,2025-06-25,transferencia_nacional,arte_antiguedades,3,0,0,0,2025-06-25,6,2,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,64933.31,1,0,relevante
CLT11934,52911.83,2025-08-07,transferencia_nacional,casa_cambio,3,0,0,1,2025-08-07,8,3,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,52911.83,1,0,inusual
CLT11934,56770.81,2025-03-15,tarjeta,transmision_dinero,3,0,0,0,2025-03-15,3,5,0,1,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,56770.81,1,0,relevante
CLT11947,145903.76,2025-03-30,efectivo,joyeria_metales,2,1,0,0,2025-03-30,3,6,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,145903.76,1,0,relevante
CLT11947,52079.76,2025-03-06,transferencia_internacional,casa_cambio,2,0,1,1,2025-03-06,3,3,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,52079.76,1,0,inusual
CLT12011,84617.25,2025-04-28,tarjeta,automotriz,7,0,0,0,2025-04-28,4,0,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,84617.25,1,0,relevante
CLT12011,4893.71,2025-05-12,tarjeta,joyeria_metales,7,0,0,0,2025-05-12,5,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,4893.71,1,0,relevante
CLT12011,63768.78,2024-11-29,tarjeta,activos_virtuales,7,0,0,1,2024-11-29,11,4,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,63768.78,1,0,preocupante
CLT12011,2436453.09,2025-01-07,tarjeta,activos_virtuales,7,0,0,1,2025-01-07,1,1,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,2500221.8699999996,2,0,preocupante
CLT12011,50944.03,2025-09-18,efectivo,arte_antiguedades,7,1,0,0,2025-09-18,9,3,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,50944.03,1,0,relevante
CLT12011,7480.48,2025-08-01,tarjeta,notaria,7,0,0,0,2025-08-01,8,4,0,0,0,0,notaria,1000000000000.0,1000000000000.0,1,1,7480.48,1,0,relevante
CLT12011,80161.67,2025-09-11,transferencia_internacional,servicios_financieros,7,0,1,0,2025-09-11,9,3,0,0,0,0,servicios_financieros,1000000000000.0,1000000000000.0,1,1,80161.67,1,0,inusual
CLT12068,17957.19,2025-02-24,efectivo,joyeria_metales,3,1,0,0,2025-02-24,2,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,17957.19,1,0,relevante
CLT12068,105087.68,2025-04-26,tarjeta,joyeria_metales,3,0,0,0,2025-04-26,4,5,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,123044.87,2,0,relevante
CLT12068,41792.38,2025-08-07,transferencia_internacional,casa_cambio,3,0,1,1,2025-08-07,8,3,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,41792.38,1,0,inusual
CLT12260,107075.25,2025-08-31,transferencia_internacional,automotriz,3,0,1,0,2025-08-31,8,6,1,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,107075.25,1,0,inusual
CLT12260,8964.59,2025-01-23,transferencia_nacional,activos_virtuales,3,0,0,1,2025-01-23,1,3,0,0,0,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,8964.59,1,0,inusual
CLT12260,51270.93,2025-09-25,tarjeta,activos_virtuales,3,0,0,1,2025-09-25,9,3,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,51270.93,1,0,preocupante
CLT12540,105010.57,2025-03-15,tarjeta,traslado_valores,2,0,0,1,2025-03-15,3,5,0,1,0,0,X_traslado_valores,363179.4,363179.4,0,0,105010.57,1,0,inusual
CLT12540,70466.84,2024-12-23,transferencia_nacional,transmision_dinero,2,0,0,0,2024-12-23,12,0,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,70466.84,1,0,relevante
CLT12552,38633.0,2025-01-01,tarjeta,automotriz,6,0,0,0,2025-01-01,1,2,0,0,0,0,VIII_vehiculos,726358.8,363179.4,0,0,38633.0,1,0,relevante
CLT12552,908052.06,2025-05-02,transferencia_internacional,joyeria_metales,6,0,1,0,2025-05-02,5,4,0,0,1,0,XI_joyeria,363179.4,363179.4,0,0,908052.06,1,0,preocupante
CLT12552,3789.62,2025-06-10,efectivo,joyeria_metales,6,1,0,0,2025-06-10,6,1,0,0,1,0,XI_joyeria,363179.4,363179.4,0,0,911841.68,2,1,preocupante
CLT12552,11878.58,2025-10-12,efectivo,joyeria_metales,6,1,0,0,2025-10-12,10,6,0,0,1,1,XI_joyeria,363179.4,363179.4,0,0,923720.26,3,1,preocupante
CLT12552,23833.14,2024-12-20,tarjeta,activos_virtuales,6,0,0,1,2024-12-20,12,4,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,23833.14,1,0,preocupante
CLT12552,42235.65,2025-05-29,tarjeta,casa_cambio,6,0,0,1,2025-05-29,5,3,0,0,0,0,casa_cambio,1000000000000.0,1000000000000.0,1,1,42235.65,1,0,inusual
CLT12560,29671.63,2025-06-17,tarjeta,automotriz,4,0,0,0,2025-06-17,6,1,0,1,0,0,VIII_vehiculos,726358.8,363179.4,0,0,29671.63,1,0,relevante
CLT12560,94512.01,2025-01-12,tarjeta,activos_virtuales,4,0,0,1,2025-01-12,1,6,0,0,1,0,XVI_activos_virtuales,23759.4,1000000000000.0,0,1,94512.01,1,0,preocupante
CLT12560,71210.68,2025-04-28,transferencia_internacional,traslado_valores,4,0,1,1,2025-04-28,4,0,0,0,0,0,X_traslado_valores,363179.4,363179.4,0,0,71210.68,1,0,inusual
CLT12560,48429.85,2025-07-04,transferencia_nacional,transmision_dinero,4,0,0,0,2025-07-04,7,4,0,0,0,0,transmision_dinero,1000000000000.0,1000000000000.0,1,1,48429.85,1,0,relevante
CLT12671,72815.84,2025-06-08,tarjeta,arte_antiguedades,1,0,0,0,2025-06-08,6,6,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,72815.84,1,0,relevante
CLT12719,1178226.44,2025-03-15,transferencia_nacional,automotriz,5,0,0,0,2025-03-15,3,5,0,1,1,0,VIII_vehiculos,726358.8,363179.4,0,0,1178226.44,1,0,preocupante
CLT12719,58639.31,2025-06-23,transferencia_nacional,joyeria_metales,5,0,0,0,2025-06-23,6,0,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,58639.31,1,0,relevante
CLT12719,169043.92,2025-07-23,transferencia_nacional,joyeria_metales,5,0,0,0,2025-07-23,7,2,0,0,0,0,XI_joyeria,363179.4,363179.4,0,0,227683.23,2,0,relevante
CLT12719,8452.13,2024-12-04,efectivo,arte_antiguedades,5,1,0,0,2024-12-04,12,2,0,0,0,0,arte_antiguedades,1000000000000.0,1000000000000.0,1,1,8452.13,1,0,relevante
