cliente_id,monto,fecha,tipo_operacion,sector_actividad,fraccion,EsEfectivo,EsInternacional,SectorAltoRiesgo,fin_de_semana,es_nocturno,es_monto_redondo,frecuencia_mensual,mes,dia_semana,quincena,monto_6m,ops_6m,monto_max_6m,monto_std_6m,ops_relativas,diversidad_operaciones,concentracion_temporal,ratio_vs_promedio,posible_burst,clasificacion_lfpiorpi,anomaly_score_iso,is_outlier_iso,cluster_kmeans,dist_to_cluster_center,is_dbscan_noise,cluster_dbscan,anomaly_score_pca,anomaly_score_composite
CLT71207,14998.87,2024-11-23,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,4,11,5,0,136389.30000000002,3.0,109141.85,55164.55768827391,2.6666666666666667e-05,1.039720770839918,180.539007788714,0.4140443664019367,1,inusual,0.0427694645441935,0,3,5.648678359818877,1,-1,12.929470871297605,0.5114075076406592
CLT77021,1090.46,2025-05-15,transferencia_internacional,traslado_valores,X_traslado_valores,0,1,1,0,1,0,3,5,3,1,5513.4,2.0,4422.94,2356.4192061685458,2e-05,0.6365141682948128,2.1213203435596424,0.1303411864969307,1,inusual,0.028010466348991514,0,3,5.3302197280958845,1,-1,12.415203152133675,0.5112009614476027
CLT26059,48278.93,2025-01-15,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,16,1,2,1,198731.6,4.0,94191.2,36037.0819079764,0.0001066666666666,1.2281058514681364,19.3038362829282,0.9766156879122836,1,inusual,0.024518094731844298,0,3,4.779017143556777,1,-1,12.833105907819553,0.5095296625502596
CLT58200,49880.43,2025-04-13,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,1,1,0,21,4,6,1,882641.3099999999,10.0,350342.19,100188.12977337536,0.00014,1.1424720168028526,17.05440211731116,0.710639035157686,0,inusual,-0.013744611069066992,1,5,6.576285366594419,1,-1,8.04124051916346,0.5093227809513158
CLT31273,21923.18,2025-08-17,efectivo,automotriz,VIII_vehiculos,1,0,0,1,1,0,11,8,6,1,362884.44,5.0,107116.9,37021.55400192056,7.333333333333333e-05,1.3421131789144003,24.033541376815677,0.3145626836131253,1,inusual,0.00829021385541262,0,3,4.19671833690139,1,-1,12.555264788573371,0.5089443371841857
CLT85891,105053.43,2025-09-13,transferencia_internacional,automotriz,VIII_vehiculos,0,1,0,1,1,0,6,9,5,1,260316.85,4.0,149111.13,73827.36862064202,4e-05,1.3296613488547582,43.57407486109143,1.7460734713089854,1,inusual,0.01670797671502733,0,3,4.677579297963633,1,-1,12.413530589416442,0.508379912429887
CLT67872,174827.06,2025-10-23,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,0,1,0,11,10,3,0,459239.65,7.0,174827.06,58895.32607887966,7.333333333333333e-05,1.2636544318820966,22.841482730622666,2.8939605718723453,1,inusual,0.013081345021482282,0,3,4.359536074343078,1,-1,12.551481637211037,0.5073765207250251
CLT93205,26090.42,2024-12-14,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,14,12,5,1,49858.51,3.0,26090.42,11768.621866821675,9.333333333333332e-05,1.0933747175566466,35.39103899330508,0.4810636236899224,1,inusual,0.018762266927911275,0,3,4.496459538145264,1,-1,12.648240241034195,0.5059946858543071
CLT15956,307863.37,2025-05-16,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,4,5,4,1,398499.48,2.0,307863.37,153602.86860457328,2.6666666666666667e-05,0.0,21.22105872319601,2.89233384904862,1,inusual,0.026474906940938014,0,3,4.998693638397152,1,-1,12.44310976913294,0.5055924883418961
CLT54993,156380.82,2025-06-22,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,20,6,6,0,773590.17,11.0,169421.82,70452.00022974556,0.0001333333333333,1.2353468116280646,16.060922027525972,2.145666604577857,0,inusual,-0.01526645210410138,1,5,6.431393414605605,1,-1,7.900196490961531,0.5050944638398961
CLT39468,5440.2,2025-10-26,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,21,10,6,0,619061.9,11.0,167658.9,59492.56687744493,0.00014,1.2608533988189583,15.712130747660517,0.0214175819438964,0,inusual,-0.000982203583159702,1,5,6.740349632872983,1,-1,8.305262862396875,0.5036640234545924
CLT24945,41141.75,2025-06-15,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,1,1,0,13,6,6,1,363156.11,6.0,120352.31,40754.63813360851,8.666666666666667e-05,1.3516811946858949,23.250122189317235,0.8522756834093529,1,inusual,0.020566108522093174,0,3,4.2696982483478285,1,-1,12.789084884451931,0.5011432550950898
CLT45861,122046.82,2024-11-23,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,1,0,4,11,5,0,131000.25,2.0,122046.82,79969.1029763749,2.6666666666666667e-05,1.039720770839918,155.66738044090462,0.1076860555755832,1,inusual,0.04266955659938931,0,3,5.290934256707354,1,-1,12.7412086455776,0.4997368056922502
CLT96928,134565.28,2025-03-14,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,0,1,0,4,3,4,1,253141.84,3.0,134565.28,57296.54692009749,2.6666666666666667e-05,1.3862943611198906,14.364307617610162,1.4284704453513928,1,inusual,0.02693231717648159,0,3,4.872976781124213,1,-1,12.291270124886333,0.4994186428647694
CLT91231,45503.27,2025-10-20,efectivo,traslado_valores,X_traslado_valores,1,0,1,0,1,0,2,10,0,0,81950.51,2.0,45503.27,6403.580223628809,1.3333333333333332e-05,0.0,0.0,1.11050608470893,1,inusual,0.042202299708621105,0,3,5.472174470930714,1,-1,12.452460524012366,0.4993953343143971
CLT60393,70334.08,2025-05-06,transferencia_internacional,inmobiliaria,V_inmuebles,0,1,0,0,1,0,22,5,1,0,713678.91,11.0,164612.47,53967.01628071714,0.0001466666666666,1.3138643766624172,21.369649149246808,0.2653611730674092,0,inusual,0.013399310714965251,0,5,7.011800465244458,1,-1,8.567541036193555,0.4987016769838874
CLT88592,5195.55,2025-07-13,efectivo,traslado_valores,X_traslado_valores,1,0,1,1,1,0,5,7,6,1,165044.50999999998,2.0,159848.96,109356.47494462342,3.3333333333333335e-05,1.0549201679861442,86.57366805212772,0.0486060675505479,1,inusual,0.02539972635798582,0,3,4.574574891115199,1,-1,12.432074323716096,0.49659552299439147
