cliente_id,monto,fecha,tipo_operacion,sector_actividad,fraccion,EsEfectivo,EsInternacional,SectorAltoRiesgo,fin_de_semana,es_nocturno,es_monto_redondo,frecuencia_mensual,mes,dia_semana,quincena,monto_6m,ops_6m,monto_max_6m,monto_std_6m,ops_relativas,diversidad_operaciones,concentracion_temporal,ratio_vs_promedio,posible_burst,clasificacion_lfpiorpi,anomaly_score_iso,is_outlier_iso,cluster_kmeans,dist_to_cluster_center,is_dbscan_noise,cluster_dbscan,anomaly_score_pca,anomaly_score_composite
CLT69241,28693.58,2024-12-14,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,1,12,5,1,28693.58,1.0,28693.58,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.031321748707612174,0,4,4.275768239093766,0,59,5.154605967545248,0.3794458600611112
CLT79945,8813.06,2024-12-04,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,6,12,2,0,113518.43,2.0,104705.37,67806.10266464257,0.0002,1.2424533248940002,61.32454647202864,0.2664568002332879,1,relevante,0.14454237304869988,0,7,2.808149058072635,0,63,15.557643820765586,0.37618661664213054
CLT22943,37799.28,2024-12-15,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,3,12,6,1,82205.13,2.0,44405.85,4671.550447383612,0.0001,1.0986122886681096,161.92745289171938,0.7684904249622915,0,relevante,0.045726201470140726,0,0,4.666597272867454,0,24,5.245619009421117,0.3753972333936988
CLT22924,2382.61,2024-11-16,tarjeta,automotriz,VIII_vehiculos,0,0,0,1,1,0,12,11,5,1,9076.91,2.0,6694.3,3048.8252373742253,0.0004,1.077556327066801,33.93603608930403,0.0520266672125666,0,relevante,0.04694789388961618,0,3,4.655853924818751,0,21,5.343829726582506,0.3752774812311343
CLT38683,4164.98,2024-11-16,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,1,11,5,1,4164.98,1.0,4164.98,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.0324943765918837,0,4,4.177235362320826,0,59,5.09165014265173,0.37416644581803343
CLT87831,30773.06,2024-12-15,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,1,1,0,11,12,6,1,121856.59,2.0,91083.53,42645.94231354784,0.0003666666666666,1.2406842919533958,36.15399163455,0.0842827705528167,0,relevante,0.04767897936583143,0,3,4.6079197323545165,0,21,5.269340432768074,0.3717945160629954
CLT36433,36789.92,2025-01-13,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,3,1,0,1,192396.4,2.0,155606.48,84015.99529325831,0.0001,0.6365141682948128,181.01933598375615,0.3062592823860738,0,relevante,0.056855006494535676,0,1,4.997625834990008,0,17,5.1522656229876125,0.3704040241309997
CLT38157,49936.45,2024-12-15,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,3,12,6,1,49936.45,1.0,49936.45,0.0,0.0001,0.0,164.75588001646557,1.3674978642166673,0,relevante,0.05924062090013005,0,0,5.120398337971351,1,-1,5.059297709394813,0.36963033024468245
CLT92157,22419.13,2025-02-16,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,3,2,6,1,25918.66,2.0,22419.13,13378.177457337006,0.0001,1.0986122886681096,157.6848122046001,0.8305876320628159,0,relevante,0.04782376967589086,0,0,4.521629243602324,1,-1,5.148840096453803,0.3671241171745364
CLT64344,43767.53,2024-12-08,tarjeta,automotriz,VIII_vehiculos,0,0,0,1,1,0,3,12,6,0,43767.53,1.0,43767.53,0.0,0.0001,0.0,217.78888860545663,1.4828842059684402,0,relevante,0.08376061389471201,0,0,5.751468542226444,0,1,5.367060011272779,0.36427512093664893
CLT26150,2275.56,2024-12-16,tarjeta,joyeria_metales,XI_joyeria,0,0,0,0,1,0,12,12,0,1,139918.41,2.0,137642.85,95719.12870984591,0.0004,1.308605387253449,26.61988320444291,0.0065828090590573,0,relevante,0.05586667791843247,0,3,4.472402544815104,0,23,5.487532346634378,0.3618633022812747
CLT58524,17034.32,2025-10-15,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,3,10,2,1,17034.32,1.0,17034.32,0.0,0.0001,0.6365141682948128,195.16147160748716,0.2956862796378672,0,relevante,0.07013580897726401,0,1,5.074305111153459,0,17,5.405190979586706,0.3612325273167821
CLT69682,25570.66,2024-11-14,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,13,11,3,1,60054.62,2.0,34483.96,6302.654872750052,0.0004333333333333,1.2711814802605796,20.19600920674151,0.497712767839359,0,relevante,0.06038355553216623,0,3,4.5335946213939895,0,23,5.641263753216972,0.3608845325097668
CLT37152,48789.0,2025-01-13,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,11,1,0,1,53620.1,2.0,48789.0,31082.929176720136,0.0003666666666666,0.9164648855394713,32.26780301029358,1.3887656495520415,0,relevante,0.04756358992261689,0,3,4.373594112929625,1,-1,4.962724612793906,0.3600498270853195
CLT79579,43509.16,2025-09-13,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,1,9,5,1,43509.16,1.0,43509.16,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.040292647007519555,0,4,4.028716338868001,0,59,4.991771146532336,0.3590490510294473
CLT80507,4492.09,2024-12-16,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,10,12,0,1,4492.09,1.0,4492.09,0.0,0.0003333333333333,0.9502705392332348,24.64244306070321,0.0065508204980364,0,relevante,0.04699959863302028,0,3,4.533379677331618,0,17,4.5113755256145565,0.3578792970619554
CLT59894,33012.57,2025-11-03,transferencia_nacional,inmobiliaria,V_inmuebles,0,0,0,0,1,0,3,11,0,0,33012.57,1.0,33012.57,0.0,0.0001,0.0,242.5376259469858,1.2189997767248866,0,relevante,0.09992156226679694,0,1,6.114226992757358,0,0,5.455191700786988,0.3573024406113381
CLT78089,9936.29,2025-09-14,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,2,9,6,1,11025.62,2.0,9936.29,6255.74540888614,6.666666666666667e-05,0.0,0.0,1.8024002278329927,0,relevante,0.04701655680185868,0,4,4.238149691301306,0,59,4.733342806156241,0.35296148671200656
CLT10336,31283.9,2024-12-16,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,10,12,0,1,59893.600000000006,2.0,31283.9,1890.9449542490645,0.0003333333333333,1.366158847569202,28.281815909009644,0.0686067343536561,0,relevante,0.05000263098234048,0,3,4.2417185201984395,0,17,4.9185454515928155,0.3526269380439903
CLT69929,7146.13,2024-12-15,transferencia_nacional,joyeria_metales,XI_joyeria,0,0,0,1,1,0,10,12,6,1,121330.12,2.0,114183.99,75687.19664969631,0.0003333333333333,1.2798542258336676,27.94389219688465,0.1093124397098405,0,relevante,0.05502567411358239,0,3,4.407237471615808,0,21,4.929458834338167,0.35171916179032514
CLT45804,16135.82,2025-09-14,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,3,9,6,1,124290.31,2.0,108154.49,65067.02555276713,0.0001,0.6365141682948128,163.3416664540925,0.2876789626706709,0,relevante,0.058553478845899565,0,0,4.5062566292198305,0,24,4.997411123145044,0.3515793945132008
CLT58915,46287.8,2024-11-16,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,2,11,5,1,46287.8,1.0,46287.8,0.0,6.666666666666667e-05,0.0,0.0,1.6097889838110966,0,relevante,0.048584218777397714,0,4,4.155098172573579,0,59,4.796673575514664,0.34975869345444016
CLT71483,2864.35,2024-12-15,efectivo,automotriz,VIII_vehiculos,1,0,0,1,1,0,4,12,6,1,2864.35,1.0,2864.35,0.0,0.0001333333333333,0.0,85.40686935682243,0.0408156693069401,0,relevante,0.051305025779033286,0,0,4.388641896977539,1,-1,4.573264544708132,0.34964865492132763
CLT69470,13939.85,2025-02-15,efectivo,inmobiliaria,V_inmuebles,1,0,0,1,1,0,2,2,5,1,69927.84,2.0,55987.99,29732.52493028132,6.666666666666667e-05,0.0,0.0,0.3986924235040007,0,relevante,0.0510620366641541,0,4,4.1517606170609085,0,59,4.782910452088058,0.3465261824068995
CLT84794,7406.23,2025-01-15,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,3,1,2,1,7406.23,1.0,7406.23,0.0,0.0001,0.6365141682948128,164.75588001646557,0.191043027455585,0,relevante,0.06859479460848428,0,1,4.689328174620518,0,17,4.982284382674647,0.3448611913614726
CLT64046,9127.09,2024-11-30,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,11,11,5,0,9127.09,1.0,9127.09,0.0,0.0003666666666666,1.2406842919533958,27.32032210644669,0.0327328215080382,0,relevante,0.059941463386570026,0,3,4.426084460683069,0,12,4.525383605558017,0.3398082348400562
CLT49932,10872.28,2025-10-13,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,1,10,0,1,10872.28,1.0,10872.28,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.04613104397183987,0,4,3.5946603407248943,0,36,4.924034884725327,0.338472603027325
CLT83647,6115.47,2025-10-17,efectivo,inmobiliaria,V_inmuebles,1,0,0,0,1,0,3,10,4,1,17366.75,2.0,11251.28,3631.5660778856823,0.0001,1.0986122886681096,167.58430714121175,0.1135375354278578,0,relevante,0.07214822009321098,0,1,4.593352954898391,0,17,4.815039590212009,0.3351356488907926
CLT87908,6981.8,2024-12-20,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,3,12,4,0,6981.8,1.0,6981.8,0.0,0.0001,0.6365141682948128,217.78888860545663,0.4538287617287415,0,relevante,0.09983241050427982,0,1,5.322782893890252,0,3,5.486370935245091,0.33494214199012984
CLT96652,7711.1,2024-12-13,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,1,12,4,1,7711.1,1.0,7711.1,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.05004021311903961,0,4,3.682479997930414,0,36,4.825283970249958,0.334800338308778
CLT33040,42060.99,2025-01-13,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,2,1,0,1,634746.78,2.0,592685.79,389350.5299694865,6.666666666666667e-05,0.0,0.0,0.1325284076273691,0,relevante,0.043258205532098915,0,4,3.5695701457768574,0,23,4.535596996750103,0.33468480567146247
CLT59689,1836.36,2024-11-04,efectivo,automotriz,VIII_vehiculos,1,0,0,0,1,0,3,11,0,0,1836.36,1.0,1836.36,0.0,0.0001,1.0986122886681096,197.2827919510468,0.0403128536424647,0,relevante,0.08909335074158031,0,1,4.802546925238438,0,3,5.422915715628613,0.33138802401756534
CLT27295,31563.61,2024-12-14,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,1,12,5,1,31563.61,1.0,31563.61,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.06616953445424689,0,4,3.9484466939402747,0,21,5.125149423612012,0.32855948045256483
CLT80804,6711.1,2025-01-14,transferencia_nacional,automotriz,VIII_vehiculos,0,0,0,0,1,0,3,1,1,1,111437.57,2.0,104726.47,69307.3327875085,0.0001,1.0986122886681096,189.50461735799476,0.0078889316724821,0,relevante,0.08669765358874637,0,1,4.874594543528508,0,23,4.906810404852555,0.3277473497456673
CLT63852,3475.72,2024-11-13,efectivo,joyeria_metales,XI_joyeria,1,0,0,0,1,0,4,11,2,1,3475.72,1.0,3475.72,0.0,0.0001333333333333,0.5623351446188083,157.57643647872396,0.0031255475178979,0,relevante,0.07324443510442258,0,1,4.4363486708233,0,17,4.7048909487252,0.32746680268906614
CLT86315,7780.92,2025-04-13,efectivo,joyeria_metales,XI_joyeria,1,0,0,1,1,0,8,4,6,1,43359.4,2.0,35578.48,19655.84317643993,0.0002666666666666,1.320888343149322,42.80131284145828,0.0165578918654537,0,relevante,0.06230828626060969,0,0,4.136076948961736,0,24,4.437962419043332,0.3271625632961119
CLT18161,7719.04,2025-02-17,tarjeta,inmobiliaria,V_inmuebles,0,0,0,0,1,0,3,2,0,1,7719.04,1.0,7719.04,0.0,0.0001,0.0,145.6639969244288,0.2620891784451697,0,relevante,0.0749681689025431,0,1,4.77735846359384,0,23,4.20407755066053,0.3270549103495789
CLT64344,2790.21,2025-10-24,tarjeta,joyeria_metales,XI_joyeria,0,0,0,0,1,0,3,10,4,0,2790.21,1.0,2790.21,0.0,0.0001,0.0,217.78888860545663,0.0945348832875696,0,relevante,0.1027803781416951,0,1,5.556984685495347,0,0,4.749046272078592,0.3260767901622959
CLT53397,596.67,2025-09-14,tarjeta,inmobiliaria,V_inmuebles,0,0,0,1,1,0,1,9,6,1,596.67,1.0,596.67,0.0,3.3333333333333335e-05,0.0,0.0,1.0,0,relevante,0.06656293727126461,0,4,3.8838665125139014,0,21,5.063325179151056,0.32519911135583796
